Dog_Number,Total_Complains,hash_binary
78388,1,D54A45921B3FD21A861F2241A106355644819B1E26228308C7FE61F74F0F2697
78499,1,4C1779C8B13125CBF2777F641DF4DD2EA4FA6C6BB24CD28F9ABA54F9FA64499F
78343,2,7ABF15389D1B189E8DADCF5B4A7F77D39A843526808A88281C8CF8986F61F45F
78341,13,A0DBC43C33088E593E44D5839C92C0A16E31A2A974D3E617E1F64B4AC36A6E27
44985,1,EB5566E37405ECE6BAB5A6C77096307993688B9F1E91350676468A263022ADA0
42534,4,A0E80125AF76117537A28A26C28CC9285A1E687F400A3439F5D8D0A930B6BE1E
77767,3,50B05CBF182333039BB697855974ACE61779BF839659BDA3C4E0191AF346F1E9
20766,1,A3428B41D4DF137ADA555A65A21634924BFCB3420DA7BB5E848970F24F885566
78301,1,CACF735C976B6C6D02D4BB8BC8DA4AD5E1CB38F739D67371E1688D40D1985468
78500,2,D1B5603A4DF542B892F55E7A8AC4497581178C770B0BE16F84AC61B960B3BABC
78497,3,DF6A28924317D6D38320493D50467D2FE6E182B6105878914794FBC5E2FF6106
23356,1,53E427DF3D434436D1C25D0A56CE4D301F126DD1F36753A91F182C062744605F
78498,3,FB307EC358D5985938AFADB935ED5A86D61137AFF8034195CFB821867129159D
45359,3,5C8AA919069D66862688508B262FDD86EAC71AF28516B92B5B66FE426BEBB6F2
25579,1,36847CA7A1C30B7035060645B8F7127FE83A91C53D47F0BBDF23DC37361EFCAD
30698,7,2AC82E7770788938F9216AEC078504BC5377AB6314EF333F2B114BB88965DED0
78929,8,D93E24EDC85E7B854FBA232B895621C219B0D5264BB2A43FBBFBB8052BD61691
78332,3,2F3D68C1C24326316D80F767AC2E5A7DE309E481D391D40CFDE3743FBD9CFDF4
78334,2,A309BAB1069222A26B320374CEEBB596629F5C7397F3D322ED367D8495CEAEB5
43351,2,850CB9F816645367A918510F53D3A76E4221F7FC885B336565CA733B2B45D8CF
78882,4,A57C6617620B3EB9E5EC77600FFC3A97DCA85A6F1B66CC9E41EB4EEE7A6EE29A
78502,2,CD453473AF49EF7A3F4E75CD8E278D3F90FCF02829CCA62F3D91FC2A6509D226
77911,3,A318D2CD2E1B4664288743BEE2CD71890F103EB46BB0ABFCB643850E197DF40F
29568,1,5E96C59C746085570DE279755CE5338436AD98C063539EBC7643C12361AACE6B
30329,1,4CF6C9B7AEE03A2D914CFDDF36260BFF156D2D24BC6D8D5F5B275DCE49F9B7C0
78617,2,3DEFE2FDAD1E654FD1566D46C7C8233E0B3CAE6833AB6BF71EBFD0F18B2B96B6
19256,2,EA621D8A954A93ED58C43951AAEEE40FC6A2F5BE5A0B3E5ECCEC110A8D0B47AC
39708,4,FBE6E73ED665C0B4110DC06FE198164D0A33C3DE340548A023440E7E8DD24487
78389,2,7EA420440BD1CB629EB85A79A60A509C9F37EE553A8BA007C57693FFDF8342CD
78390,1,999A84988424CE486C3DC415F07DB1B95216B26AFDE7F9282A7B5BE168CF04A0
78968,2,DB3FAF6170FD225611EF95B66798A0114C92946369C111B4F3DE2A16321EF852
44051,2,DDC2F66F23B7690259AEB3F014462F8DD9AA4A4A1F44490D15053B75F3BB911F
43896,11,8661BBB0991BEBF4D6D072895ED2B75E68F5A38FC9EC99A15C1B5E1F593389E6
30279,2,BF1AF4BBEC7D0BC996D42D85B5505F7CFA850B8AD89F902E1B3E07C8D36C8285
42075,6,E9CDA3CD85CC4F7C4C3E737A373B2E813FF1A5228856740ECEF5ACFBF65B005E
77805,5,130DDB7B9E7D83EDEFAFA89C95E06A78E53C7740AAE24F84C3BB01EC4AD7A9D9
78576,1,3E21117FDC2897D5035725C87C8978956025DE00953BE1ED7A274291C4EA3A1C
42925,2,81B3C48B5954209D574A72BD3CCF7C5B4D353655B3DDCEC6AF3871DB6853FE76
43118,4,EC45DAAFAC5B98784BACE1B0614B82732766DAF41E868C871605E5A56D9974B2
78566,2,7474C68C700935BFDE604652E1BE7B8EF6EBFB578F3C90E5016013B9A74867F6
42358,5,CDCD6E3960F585FFA136F9DC10E3892C14EE4DC1A58B4FDA2A32235D4071F385
78567,2,B4F40DBB731331FE3D22864E9BEB03D4AF3A0BBD9C6B5FEA968065453F6B37F5
78800,6,4DCD2D62875902C8D1A3D329F59E732C76569B8C5C3FC5BDB298C1AE9C8929C5
78597,7,5B4DB0B453130FD58F566AAE9B8C67E922614BD13DF14A1661CAC5575C07F81A
78593,3,178BD97931F2C9B20CDC805EC30B094EE335ECD3CDD69D0DCDD77591C4DC3FC0
43877,3,F7C5CABCC0CE9F8FDA400F620F4906E4C8A6C58CB77E1A2E44A85577EEA96659
78572,1,8DCF1B55B6E94576712B26A8E62C32133B862AF0B05A60A12F1915564D468563
79151,6,D1F31600261C03A5C4138C5346BCF6050D6C00E4754B9D043F172D7A26FEA307
78589,3,DE15B35AA181A924EE9B278F1AAF09276726808AE5D1C8FF072B18E10428955D
78578,4,C0A87EA3BF12AA57771CCFF9D4F226276D99D4FC705F8411FCC890F73750E3AD
30861,3,41322D5B848D15AF410FFC790F588C86C90C67D878043CA0535ECD381A8FC669
78702,2,2DD0E401835443CBDCBD190E53306E029CE82FF67F38C7FD8AE0A0DBA2C4BAA2
78888,2,520FCEAEC7922763ECC375949E4A29FD1768356FCC9DCB5D61E25F475CAE292D
78580,3,9D6B5112BE3F8557E2B3B932650D8DF88EB4CA2139ED36C8E6B6E6BEE0A039E1
43705,6,EFF47F70435457AB9698D203ACCB3F8CDC28698426CC9AED2F541CD0AE530D2D
78584,1,743C5CD96A32D0DA4A09692A361ACEC269E162B12BA0DD377166EF05BC37896E
78585,1,926C391A4F0075639E4A6B87138FE2A323314C78B84C40E0AF2441A7F45B8165
41517,1,A696448A6862DBCC700BBF3F5481EE733B3F3CDDD907992F027D6EB5EC6C74C2
41518,1,747B1F87037D63A95ABE05ED4E2DDEDDBC7180698D197E7932D1DEDCD52DD15D
30587,2,88AD8B9DAD1CFC16B67B5DC22A3AAF286CBFEDFCBDBD0914B29A1D7F3267382A
44409,3,9AADB35BFF2CA1F2B51DBB30BC6ED018E04FDD24BCDB3F3AC2C981BA273594AA
78657,3,60D8045755105000E35383AE27EA42692655CEDE3C029EF93A4FB742EAF1930F
78583,2,8E4DCC9BEA2CDA6EF291B72B393A95F6CFB352A49F6CC7F30C99CEF2C4E33185
78596,10,40ECCD5ACD1ACA706756EE73F5B18E04368CD20567E6539BBEFE14B6EE9A3CD2
43959,2,3222911217D21F847C04C39FE509D386A2BC59997841D415A0CFC26137253568
4262,1,9BF36293200BCFF7B41CF7E159E76C8AC87A17142A555740D8AF6CF8F3632BF1
4263,1,B2BFDB02E90CD90920EB10E8C14F521644AC8F59D14178A281D25B246CE70499
41860,1,2AA004BDC1E5D5CF82473FB169FB6D940CD548F47AF16583CC65518AB24522BE
78718,1,08EA76BEED328B7591E06597B40FFDF7B25CFC6CCA22E16CD80367433CCF35FE
42499,3,76E03B622D3B6156EC9E685B4ED59B271531F38618D39C39AA12FA7175F20306
28410,4,F36E81C811C367D1BE64A7DDFA9150CF5122E722B2535AD59022D5A99EEA033B
78699,2,02D070B3A9E159B40BDC4228C6D5DCFCF6B19F4AEE3CF16B0D1B24D7C1E8EF4D
78700,1,3299BAD7E2BB3782D8945539C4E17993FC8F1EB9470A8C7677630BAB6308AC13
78701,1,14B0FD8459B6D3108EBCFF95AFD48307335030167283A80F37B38325276A8978
78798,5,675FD7710E1DF64673244AC4C46EAD7B3AA3B37EBAE44FAEC2C4542D4E6D25E3
78591,5,44686F26754B92C6B60D1148DA4928E2B1A3743DC7A464E7F8D95C24E93D9EFB
43104,5,3A19A0ECB9E33B7490F5E5261AE15445AA61FDBC454CCFAC6AF23143E233A2C9
41425,1,A8CBDD79F8EA7B49CFF6014BAB84060533E22E83985CA7C9CC38E2C140B895D4
30079,1,D5FF297DACBDBDA9C8A4588FA4793C54D683FAA659DA4413AA34355710D35E45
78860,7,979F1D36AD7BBA9FFC32AA1F02DEC321F5D4E5499A27CBD3B4E4BC597862FBF9
78861,5,92B7FBA0B39ED6F284326044A082EA36F9E8B36874A8D427820E7986AACDB350
78863,10,AE9BA92943B6F0EB100DA4A59B46E746346D253F71C962968796D3972487A2BD
78801,1,036FE53175ACBE5B202F77D18B1684EF2CF079A5B7080E85645CF79C648DE23E
78889,1,5564852BB77ADD7C584BF0E615492789CD56F427409F98A98AB1452C40070C69
45277,8,551DCC63EC68993F25A3FD897433F53DE11AAEBED72DCACB14082BD87156CB1F
78864,9,A235C934F9F79385437D63383FD786016CEC2504D356653F2EF8AB088894F0ED
78881,1,A577E4537DF22E92FA012D22787714F261F24F088886032D629549556286FDB6
78884,1,280908118CD9A514D0829242BA07CA4124E3CB95EC012DF228AB59E57BC2D78B
78586,1,1460F36B8649D393DB37BED24F5326E35937C6A7B59E784322FBBFC67947F743
78587,1,20BBF8B005EEB4B03C9FCBE70B94E584A68927EB2B8EC45DAB6C9EB08696672A
20034,2,E4A1DA743AF3F8E3A71CAFAA868545D2CA00547F5CA771DAA9572233C3D9E7DC
43414,1,CDB56527F6EFEADDFC36782AF4937542E15030A45E31BB32302F0A39CE991BAA
45382,1,04653386EE97B47507996065BC2D86F3DFF800CC401A86EF90F6614E4EF9FF3A
78895,1,F5B685202FD2D3E70B72DE289939331D569B4B98A27D197E48C4B9C0B797E4DA
78896,1,B0C2B717E0DA6B20FF19EEE872AAE5AEBFF43822B757A531AC68D4A619BFE39D
44834,2,48966F2353392F15CD0E5F943C2C87155282217CF0FCA8E4530325E8FA842F7F
78883,2,267F9F049314699FC75EBBA1E38DDCDF0EF882529567AF903180DDCB05C7228D
78886,1,50A945E77EABB61E66B55E981F1BBB65BFA96E3992789F0C20A8F5D77B510CEB
78897,8,CB8C430E3CA046D1E949EAA87297D57977A2BAE72FD9B3740CDFE164F3AF1199
44516,6,278AF16320E791C78AA1ACB087BB433EE73BD6CB59AE173CB4933B6228524E7E
40942,1,C86E218DF8B1A9975FE059CC3FB8A88435619797C4D0F668FC5AB545EAA6A4F5
45152,4,84B325918680DE75A5756543ABE1C3F2E74401299A438B116EAD407E01DFC473
78890,1,BDC7F2E8ED56C4444AE0A51C2470D16708875A0B9E9F7B5B39CC171C85C81EE5
78891,1,47ADC4CA5AD988CC427E4EEE60E05B055BFFFE321715902E1E6EF1E681EC72C8
77943,25,3798C31B5620D7C975D8E147A9430F55F0DD2BD44C027EA2309204A5A0CFEE79
79129,1,714ECA98D7B107D8E985B649CB534D081FE876CED52CD279EE315F0F3E945841
79355,1,DB4868107635B31A96830E92BBD59855FB27EFEA909BEFE8DEF8B9D5B44DF6D1
79313,1,7C38C380A2725727E2643EFD4387C4955DE995A64A0A2FDEB96748A804904295
43089,1,103A7FF4F1112AF466C669067775E18730811ECF7EC84C9EE46B23219B71B047
79191,1,80102240F5D872671D9407C8AE75181CC7C5D7C0EC2DBA303E8072BB207B282D
45032,5,B6AB2F24AE087645B99EB442BD87C6DBF2BC504126F153C27AFD4BCE634340AD
78114,8,C608048F59A3DD89237B2C317ED9BD7227FF8DE6476F9DA735FB37EE53730F89
79028,1,9B9A83352452A1C41362C48070B0C9B31FA16476247045955EC6D2BCBCFE729F
78698,1,5AECC2F6B6697723C42859493D9E386A62D0286C020990AAB73BDF327097C8E5
44917,1,C266FEAFE7D615A35AC075BFFA0FA63593F54F0C5CEA14F0231705AA5E6DAECC
41627,1,2D135E9819361B8F557075A6CE211C3EEB8D2DA2CCCADB0C2EF1C11BBA945F49
42812,2,B9330ACCDED807A5F2C152ADF0A37E9337B74FA8CBF64AEC42634FD87E3EF6D0
25903,1,E26F6F79B2A3843E9F4528C458B1BDAE0D22902C3FFFAF4BACBBDC75EE7C8071
43709,2,94F9385EDD88E0095FF5B6DBBA9D41CDCFA885F211D3E8E7FB646A11E06D7EF8
79029,4,E5E3A125D3790BE545707F3C67BAD718E8291FDD535342A09849DF3E63509F07
79446,9,5040B79A117885ACB4B5CFBD361A2EF298D4C557CB21CCC95ECD8560B11594F2
79152,3,F97D1CA24BFA756BCEF0AF79CB2F4BDFA2332166AD419E802E858507D94A8BAD
44736,1,DAE1E8EE1BCAE7D042EB8BA583AD68B8FD1D35C9AFE3E03F63F2A2B50DA226A4
79148,6,D453399D106B57409A5BB8693994916CB5325C5A933B0D563E29B752C6FE4C95
79357,3,1A3D8796C53C13A5C9171D4259BC68A01E7F733EE81D5E948AA97558246A6743
23647,1,35A4A923617F532A9120BAC74D9F6A72A9E969763CF2EB4400F1767C81D9C87E
45442,5,F893C74234C5260B597427463CAF768A43B71E116380F3F45F0CD07833C2577D
79356,1,CC42E78E9A49C39EE9A69916EF4CD4F2DD43BAA17BA0F1DB702C49A7AE4A41A4
43178,1,872BF7022D6B123A1F0625A9B7C6A6E352BC1363725BBAB6D9CB75A74EE92779
78892,2,B2A36E51486AE39A306DCF840D8DE4C671F0AF0E7F916FE67A84A14F97E4F030
78893,2,11B4F1A967FB8A91031CB23D55CB5D7D363A42CE89E793ACAAF8DB2746D0260B
79353,2,26972181174E723CB48E87CC69A02429CE810E5EBB30A8CF8F40F29D90EDE21E
39807,1,D344B0EEECD79438B9CED30FD1144DD0F874AFA362EADF866DDE46036285F868
43371,1,0A4C4C036766E6F83987207F747F9FFF237476F55E9ABC1A60C5E802FE9482F2
79048,2,80F0CEEA1D58E332E348CA5D8B916FFCD80EBCEC0373F295CE55F845873AA128
79174,1,AEE49E459F06392544C42AC2ADEBCFD89260F778DBFE9B082BCFC49E6346449A
79400,2,D38AA6B909C5FAD283F5094F32A40C6A9A82423BB0BCF8926A9FDA2287364916
79401,2,7B7FB3CC3A2B77DFA726D0817F0292C969A93DA096DBDA759991C1BB2B666A45
79175,2,BA3DDBB10146F0E563A71DC21CFE06F4124383521708109046171223A9DC9147
43643,1,DAF285D517C6F9314C6A384D31D92B315AF57C8BF8766BB1EED9E0877DB7F64F
44669,2,AD96DCDADB4F394DDBCCDE709B14562AA1587F69E2E94A2B0C6F95A7B22AE34F
79231,1,067EF77F9B9224EA7A797E32F96640020B7B3733DC340A802F9BE0FF1C153F40
27835,1,C07D7E5E14A4772C3BF075506DD5F8837FCA07229CA8334FB17C00E0D807079A
79352,1,CEE0F44554CEDE8B4624C54250702E18C34A0D8EFEC63E2C133300A74566942C
28547,1,A68AEAF92B4C22430FF1147B16A23F526E2DC6014A1661EAA5461F15ED533D61
44287,1,8157F7A13CB155DDF541098E4097BCCA14E2F640E5DE9A4F38957048FBEF2E35
79445,6,59B6F272617C7F62B334CD82A9D38E2CC1EA1C4ABF898F6C0156C5AAD053B03B
79351,1,D71DD099BE274B7A8635CBF993BBD737DF3790A3B3A79DD2B242A951AE77A873
41015,1,A2D8856A8E8A403E9D1E763B32D262D51F74C0F2291EF746D4DC83C4B152E361
29291,6,E001AE317938BD3929F061B271F2BBB8C676FA60D21A2EC3908ABC2DAA77C425
40308,1,C8537FBA866B9259588C57A6A6B89AB68B86050642F9F285233BD8615401744B
45418,4,8F89CB8A9AF4209FECF931FEB676294A69CECB199839A0429ADE678889A74EC5
79778,4,6ED65E736861BF27930CAC18E098DD58ECBE5AF6C6F475591CE42410BBB9E9EE
25689,1,85EBA93C7DA2AACC747A42F01DD63EFADB57A6C7EF642F752F7AC9E3D6FA6ED2
40673,1,192F618A8F452790D727193DE9C36CF45D19D63A5A09949FD3DD0DA91AC52E38
79905,6,4792E76A252FCA0FB2CEAD61986AC09AB2D5215889FB1B74840037E64064003F
79430,5,28819CE11C04A854FB811EA142C363FF33C1E93429AD2E868451FCE1567929EE
79354,1,E02CC9B320FEC7FAE488E38F66EB187E3982CD91BD34669C7722BB6F148CEEC9
28638,5,E81446A26B3F8BAEC5F92FC195074A9DB264DBABDACC9C2BDC2B23474D4BB770
41475,3,24CF0B5FDF69BBADB49190E9D79165CC0D3340626929C4C86FCB674007BEBAA5
44130,1,8A8500CAD7B83FD400EC9353FB5F29CB63876128E8FE11EFA03AEC722D8F9EB8
39783,1,914E4D949FB3E713E02383D2F59D8D06D01C6C66AEA5B69C65A459A799595C6D
79421,1,8637E24067596B789D53F4337D090E3E1DCABABC35BAFAC90E74C652DCE3B8A0
79366,3,4B80DB79F1823D7615CC61A7D90B6FADCB5600203708BA34F88E41730A03BE7F
79365,1,67134AC5537B3D02F05AA7D3C972E4ABA5F82F842C7A70F8F599E0F3C2522D42
28777,1,43A7927E27CC7C55F0A623D9D92D06A2710F48C5C16B23AEA08230A63B69D432
44910,2,1FE9BA7B9AE0EE9CC5AC8DC38FA772B989B13AC114EE7D605C80FB811339BD65
44911,2,35454FAF46C8D8EFA8FF49176B4403317947F8D39CAC1B8329297812D3C9890F
23888,1,D9B72E31C597C8DA063DC43ED6FF7E4B40098D8F62F42AE373B90498FD0C7C41
79424,2,D67F2E387CC13CC70301B468DC428F6080353AACAF032ADADF97499D10F15FD6
44931,1,7CA174725ABD52640A0714F991BE52453F1DDB48334568F9762D6723EE51EB54
89090,9,9F6102317D0E5E45FAF2A63D19E5CA4875C4C444FCEA4CA6DA2A3845FE5D3D03
45109,4,926ABD0EADF67113B2D2EA960823806F4336556C118BE3F767DC4A6B45A9A1B8
42052,1,05E732B32A30329B2822FA54799D6E59B620356AB93DB586BB955C5A7F33F340
44446,1,F4D42E89B63B954D91DE26504C0D6BE27D81A28B7E94C9084D3C1080F7D15022
44253,3,7B2611760DC957C10662912ECB574FAF15602F3ECC05E6B47EC7612A31682681
44725,3,10AD9216A404DE538CB90E5784413C04A43E183B733BE216F7043E9874563FF9
79849,4,7BFD8007E77E9425D375B7335315049DF23DC8006367C102197C6405493DB76F
79399,1,BDD48DDD7CFDDAFE694F0C911469A21FD0AAD8AF5E11567A68043D7D128685F2
79429,1,C7BE1B1C40DE9DA055AAD2580D3D73573A5CAF7EDF8732F0766F398BE85EE453
79900,1,96111911459820B9259C91CE26EB81FAAB730BF8C41A85579448AF5D6EB22E1E
79524,1,BF995E797415649F7A03E73A0F3D01C42D666B769B119E8A35C59FD3F1E26BDF
79447,11,2C6951DEDD6C5D990AEC97537E90F70EA6DD8BBCB64F5B62EAB0936B09E73691
22178,1,1476C1A29A140805A1C69C71F84389E97FC144A2DB7A796DEE6B685675C43B83
44428,3,82A7E41267E779897606C4A2ACB9849F0FE80E42F229D36C4D568ABF9C44A5C8
79567,5,3000FBD8406319E74601DBEC1D8757D3FBA003B4DC87DB70BC914186C795478D
26199,1,0D0717A68F801619EBA59EF0C9C0CEFA2E60A4C517D737BFFF43B0237333194C
79467,2,DEDA84A70F908AEC1CD519CF223EDAC6E1C7852FE64EE1B486659FD9BF5BE059
43285,3,A4079C7E57F77A1CBB2F41BC052A22BE52BC50D629F0D699613BADC45F18C3CC
79483,1,37B67C0BD85E552FEE40C871839DFD88CC3BB066217E658BDE491173CD210E2B
79566,1,72E3A27EC17880715F87BDE911BCD48A95E20A35E429E67DFF7F1C67815A58C4
79448,3,1BE53E39C32BDCC7EE341080BE7EABF50357092485E4FEDCE8A89DDCD2F2E5B6
78894,1,618CABA2D30A27E6CF0F16385DB13F3FB49447CDF0C9F2FFCD4FD1D95CC2BCA3
44512,5,22647BC66879E3436290DE61F274A809183AE2BCFDB52C19177BB7BA4D80221B
29388,4,C6E5BF478EC4F039A105B13C100F3580972E1AC5966801327E43D9E8B74E408D
79629,2,E649A6FF1BAD5DEC76B6AAB9B10E5BEC8FDF2F490804926AB9A6EB33654AE170
44531,2,A3A407B0CC0EC98EA05C22EE851B81F3131EFAC9B63962680885D7DF2146F218
43991,4,BBA3CEB38ABA340D8FF18EADE81546E2CA296A5AEAB1E500BF6BDFB5DEDA0EEE
29386,1,222ED5197CE77EB154BDCEAA5BA261482F1C4061142E74114A04DAA26D962A7E
44949,3,8F319C152306544276D1E0888B932EDF7683AAA944475D60C14374672B476755
79670,1,8FAB05349CB6036400A5078548F32006F9B658E5C3E037834E85F9D42633A717
43796,1,C4FABB798081AA91A1A29131516370157F63CA9AA371B621F51F2AC3F585A69C
42834,1,73D5E06180A0BE5D0987156D81D2167B29E60B26ECCE1F8891EB654C4EB8AF65
43655,1,39F2806FA83BA73F27E7C9839F689C4AA2B580F193040E94A8B5F5D43FBF9DA5
44509,4,A0B8A1A9CDB275733282586D9B07664E2067B003E3B6E7C28F85A5D11D7E89B5
79843,2,E77211D48718CDE16BA3A72969478F578265A316B28DEA224BAE3FD94D4A4E74
79839,1,6051A0FEAC84FA61DEF938BD26EB6D9173D426BB07736B0691738F0F4F6DC98A
79641,1,B1D5DFD29D6D435E9FE0FA93D7EC8C5CDDF03E41F35ED9F5C9FAE81E5B0B9D22
79904,4,046A4C241B7F929AD20319776E7622769621486C67CAD409E8E7AEDCCC409E73
79846,3,6AE5ADF6E5B6F06A1760F1E01845C3F818D25392A4F62956DDB9941E17E2A72C
43329,2,5D127527C6FB9F2CC8D6945B4E59FB4F75AA299A0072271630E1BD6F0896A20C
79626,1,D309439742C46CD9D1361BAE21CB07465710C0A5C5A6C617FA3518B44FBB4D07
79674,3,105354423DDF261205289619928EB91802EE597C725C8A43184B7EDD94220E0F
43438,4,8770C23751C7F634D378EA119182A1EE30A2825D2776CE93E606840B9C409156
12474,2,6F81EC710249AACFCA5957250C73546DA9152514DBF2B4F47E5D6CD291D67C37
79671,1,B982906F91FA9225FE8BF1062038C16DF0B9F4A863DC608ADA0FB6B2681FB869
80140,1,50223FC11D38F4CF18A3DA310FC5AAA60F9EEF2801938730FB045C9A7206711D
80142,1,CDCF144DF0CEAD1D3B3B54333CD92118AF7B05CF8203A4ADA6315087B5D065E5
30396,5,C8D2FB1AB5D5ACFF2B403F1408ED3F0915177C6DCDA9CB3103C7FDA022ED8FFE
79672,1,D6E3837FF75C1AC8E87655E0125CD11928F70FEDE319C8685BBA48447B67582C
45305,1,6D9547920C6EE5FD6BB7A35E4752324DFB54711779C8D33A0531D8E25F86C802
45306,1,C24925D35B6FECEC9DE4340218DA8143F33707FCD892E655C433CCC370FE0A73
79633,2,1C5D8EB6E0FBD85BCE12223F6880A04A0A192F7C1F1EDEAFD3B7CE7563923048
45338,4,664568F52DEEE4CD046545C5A89AE7C9C20E52BA2BC8C6EFC0B7B1393C0A0151
45339,5,58F17991D0CDF8B5C736D25F366A8804FA8A9C81146E538D50275F317E151C06
79669,3,3943204509F8FF5335BB681E1D8810ECC0D709D19CB2C489660FC1ECC4CEDEFA
43879,1,AF05F1C12E5067C0FA1F108DB99BF6B50D38977FD36E3C8836E65ED3E78E5268
78269,1,505058B9625A258DFE303DB33ED123344B2EC2A0E6B32F22BD233EF03433210C
44868,2,E1F9AE5B3C15D543FFD42C66D6A66D119AD1A275388DE44C6B3C2CD56B177054
20332,2,402F4B82DDCCCBA39FB712BE321228D7E9CF9C34A3A9E2410DEFCE13C560EE31
44713,1,C851CA422AC1E65B09423B336DB85C6CF03D809B2B19B82E5A59B2AB4BBB5776
43461,1,112B43BEDFFBFC40246823FB83418AB3DB50E2EE889FCD72C398D94DE5C25066
79698,7,F6CF94226F492FC6C6ABCECFBC35C6BE37456ED014A13221BD78C78393B4F9A9
79699,7,6D4B2ADBD3B6D01CB828D78F9FF1996E2B93AF9FC7C10F5C2EC651582FF12E7A
79840,1,3331584E0B5A8FFD58F08119F02486A4F9E6BD5E33606DDEEB5CD7B2FB63E79C
42517,5,3AAF6A460048F8B84A24188F1A87EAD2EFAB1556000E4846CABA3458EDBBE82B
79980,3,3C06C5E3C6C70B7AA622738927DCC686BD882799713DF3C9F0056246D6C30EC1
79903,2,4A29CF6C0608DE6FD4C262EB20C3B261B90451CD158AF41933AA3D546BEEBB5A
80082,1,2374F26A4506D5630F9E1BBAF019F731B96613EF4BD679CCD8BF3AD0224B42E3
79432,2,2F8C48F8D84C5F7B2FA9FB793DAD4E3B3CC06132222059FB53223711B2292CF3
79673,3,7AED1B0299646C5C29EFF57296AB2244AEEE7BB82AE322AF7C6F056A34DDE361
79450,3,FAC0C08BE8318B2301B40F742C4890927ECD81B38A81F6C9ECFB5CF5668310C7
41759,1,E508539074FB2C6E396BCE0A1C8157C85B5AE22B9C0AD302B1245C4BF01D7F73
81948,2,95B28BA53288E5885BFCC6373E3D0D9BCD04FACDD3ABE0A606C4B0BD92195BC8
81949,1,8F84E4F797DC6E3DE6D65D384269E402E7C92DE3BE52466BFC96B121DF258B2F
79758,2,4A1CC6C90D3CD8739620F7F2CD1B05112F74F7E0E55EB089E1A4D044B3AA784C
79759,4,BB29811569E556FEAF144FDF1114B7B0AE8C61EDB27C00A749C64D2C694A82FC
45423,1,939F954AA188E09C6AB387AA76DC72838EBF184D3154DA4036C7439F9D9691B0
42533,4,846675A449478DF7DBF94C04C5F4CA06031240DF68B9987C527C54A10739BA23
79760,2,D585AF3B765D4B3ECB9A55C620642202D3B78AA885B991B144EBEA0D7C7E7F20
30181,2,DB39A366DBE61E86DC7DE016CF45238CBD3F97E480484EE71893442CAB500BA8
79899,2,739E8B6831AD580F33AC2E811EF3B250CCB03C9B1257239BB9F53A5383F7FAE9
80403,3,DF17CB1342F05AD265F43D02C06ED4192A44A0BBABCF4DC7EC6315547994E295
29269,2,38A24B0A56F2BAA912B0A891ED895D5D0B3972151D6C3A62C235A0E36FE1AB7C
79959,2,8367B486CCB1D95286F5F5E35CA9470EE7A987D72A8D456A35E1A4CBC20DDB52
79847,1,16C10C77394A8AE57A1D445B410CCF35951EC3EF6F2BC32E66C9ED71463270F2
79901,7,FF427E90B16E3E17896ED82577F958BD85DC10F205085146E2399BABA314A43F
79902,9,EDA5F4A5EC1BFBA4848F508ECE2E07DDA3993DF9567DA6D55DCCD4A2902FE63C
80120,1,7D64FA0D3754371BD174537AF6EFF6CC863014A7F6C2A39FC4C5871B9F893BC0
79630,2,FAE5DAF17DC4D4D26D1B526B716EBB03A1940BFF6CE6D7B2C237CE19DDEE5347
44009,1,D5F4157BE430A187A6BFAE71DF9467B086A223BE1A659218DD411CC0CF836A68
44010,1,16E6802414BF5E849F86DB869A7A7AA78AA97995B34D860E31EE27E6FE54594E
79848,3,EE5F265647556C7137598E53BC4139E4C028F1E2C0721887C612F57A4F3E25F5
80464,2,ABADFF4C5396CFC9BA9BAD3B23016178E7920EF46DEAF1E5DD310B7D784658B1
42044,1,0E0F974BEDBF2625D2A6F9F326891997B4DB8D5C4D03F4F456C4CA42EAB6E1C4
45322,2,68042440747031D7802D4FC5D57051FA67103CCE9603DA300C5FDB05F4E33C04
80080,1,BFDA91D4D9198898DAFCAE90AD5004013F0A30B268EA3E5D2F9190F7BEDA3C51
80603,4,42007426FB4FAEA31E2C2470A5D83086C1BEA21A489E3E0379FE877A803FC995
80709,1,6F8D9B04DD88DF6F62F255F30832DD005C3B57109F2B90E0D497EE01F86974A6
29430,1,D822F841D13400E1D6A3527DC5D663045EFABD1701E883149CD41FDDA0CFE4CC
41376,3,EC8BDD3E65C3D7548B01C3FE5F4F985977EB5E54DF7A3DDAA40D46549678D7B5
80160,5,27C4B7B8973B415A2C84518F7C5CF7E85009B850A5622E7EC3B7DE7531EE192A
80161,1,48AC3F30D3A7E45C2A7F9DDDBC46ED9461C49E84CC3B25418B90C9BC792ADB25
80686,1,85D9430054019117808FE8C8C20EE2E833244F15B99C21F8E8B1D61803AD53BA
80707,1,C41FA9A91522E2906A0F1789E816801871EDC7965E450822ABF503546653F9B1
80343,1,2C0A8CD40F0965E74AFB4BACD0840CEE835C744A743889A718EA83E385404076
39475,4,946510539A59EB1AD1F908B5BA0A1EF8427C0812D80C4CBD2889DE4EE756D5D4
79919,2,2E169D00CF3B0410F508B4628EBCECEE2706EE1E3D437D8DC063A36191215CD7
19929,1,B40CA234C667D90126A9669DC7DF6DAD4F8C6B917E2FBE297EAFA4D1D3F861DA
78346,7,F15D688B4FC67D6DA952F1427D05C0D40BAE9C7A2486941871475D56BC9D7390
