Dog_Number,Primary_Colour_Code,Secondary_Colour_Code,Age,Animal_Sex,Desexed,Worker,Classification,Microchip_Flag,Total_Complains
96805,LIGHT,LIGHT,0,F,N,N,0,N,0
149002,LIGHT,DARK,0,F,Y,N,0,Y,0
190344,DARK,DARK,0,F,N,N,0,N,0
199903,LIGHT,LIGHT,0,F,Y,N,0,Y,0
210499,DARK,LIGHT,0,F,Y,N,0,Y,0
213211,LIGHT,LIGHT,0,M,N,N,0,Y,0
220357,DARK,LIGHT,0,F,N,N,0,Y,0
223644,LIGHT,DARK,0,M,N,N,0,N,0
227359,DARK,DARK,0,M,N,N,0,Y,0
229994,DARK,DARK,0,F,N,N,0,Y,0
235245,DARK,DARK,0,M,Y,N,0,Y,0
235264,LIGHT,LIGHT,0,M,N,N,0,Y,0
235532,DARK,DARK,0,F,Y,N,0,Y,0
43588,LIGHT,LIGHT,0,M,N,N,0,N,0
43701,DARK,DARK,0,F,N,N,0,N,0
97588,LIGHT,LIGHT,0,M,N,N,0,N,0
114669,DARK,DARK,0,F,N,N,0,N,0
121659,DARK,DARK,0,M,N,N,0,Y,0
121763,LIGHT,LIGHT,0,M,Y,N,0,N,0
216318,DARK,LIGHT,0,F,N,N,0,Y,0
224384,LIGHT,LIGHT,0,F,Y,N,0,Y,0
236162,LIGHT,LIGHT,0,M,Y,N,0,Y,0
237065,LIGHT,LIGHT,0,M,N,N,0,Y,0
41788,DARK,DARK,0,M,N,N,0,N,0
43803,DARK,DARK,0,M,Y,N,0,N,0
14028,LIGHT,LIGHT,0,M,N,N,0,N,0
188584,DARK,DARK,0,F,Y,N,0,Y,0
219915,DARK,DARK,0,M,N,N,0,Y,0
223087,LIGHT,DARK,0,F,N,N,0,Y,0
229006,DARK,LIGHT,0,F,N,N,0,Y,0
235555,DARK,LIGHT,0,M,N,N,0,Y,0
42557,DARK,DARK,0,M,N,N,0,N,0
98614,DARK,DARK,0,F,N,N,0,N,0
181118,LIGHT,LIGHT,0,F,N,N,0,Y,0
204516,DARK,LIGHT,0,F,Y,N,0,Y,0
218976,DARK,DARK,0,F,N,N,0,Y,0
224723,DARK,DARK,0,M,N,N,0,Y,0
230844,DARK,LIGHT,0,F,Y,N,0,Y,0
232109,DARK,LIGHT,0,M,Y,N,0,Y,0
235418,DARK,LIGHT,0,M,Y,N,0,Y,0
236128,DARK,DARK,0,F,N,N,0,Y,0
236313,DARK,DARK,0,F,N,N,0,N,0
236776,DARK,LIGHT,0,M,N,N,0,Y,0
236886,LIGHT,LIGHT,0,M,Y,N,0,Y,0
236986,DARK,LIGHT,0,M,N,N,0,Y,0
237435,LIGHT,LIGHT,0,F,Y,N,0,Y,0
42750,DARK,DARK,0,F,N,N,0,N,0
100111,DARK,DARK,0,M,N,N,0,N,0
103985,DARK,DARK,0,M,N,N,0,N,0
154794,DARK,DARK,0,F,N,N,0,N,0
169966,DARK,LIGHT,0,M,N,N,0,Y,0
213200,DARK,DARK,0,M,Y,N,0,Y,0
226850,DARK,DARK,0,M,Y,N,0,Y,0
231814,LIGHT,LIGHT,0,F,N,N,0,N,0
233712,LIGHT,DARK,0,M,Y,N,0,Y,0
233866,DARK,LIGHT,0,F,N,N,0,Y,0
234482,LIGHT,DARK,0,F,Y,N,0,Y,0
234490,LIGHT,LIGHT,0,F,N,N,0,Y,0
235195,LIGHT,LIGHT,0,F,N,N,0,Y,0
236752,LIGHT,LIGHT,0,F,N,N,0,Y,0
236987,DARK,LIGHT,0,F,N,N,0,N,0
88010,LIGHT,LIGHT,0,F,N,N,0,N,0
92981,LIGHT,LIGHT,0,F,N,N,0,N,0
120884,DARK,DARK,0,F,N,N,0,Y,0
153033,DARK,LIGHT,0,M,N,N,0,Y,0
222177,DARK,DARK,0,F,N,N,0,N,0
222644,DARK,LIGHT,0,M,Y,N,0,Y,0
224511,DARK,LIGHT,0,F,N,N,0,N,0
226057,LIGHT,LIGHT,0,F,N,N,0,N,0
226994,DARK,LIGHT,0,F,N,N,0,Y,0
228721,LIGHT,LIGHT,0,F,Y,N,0,Y,0
229013,DARK,LIGHT,0,F,N,N,0,Y,0
229104,DARK,LIGHT,0,F,N,N,0,Y,0
234670,DARK,DARK,0,M,N,N,0,Y,0
235282,LIGHT,LIGHT,0,M,N,N,0,Y,0
235910,LIGHT,DARK,0,M,N,N,0,Y,0
236376,DARK,DARK,0,M,N,N,0,Y,0
236443,LIGHT,LIGHT,0,F,N,N,0,Y,0
236480,LIGHT,LIGHT,0,M,N,N,0,Y,0
236513,DARK,LIGHT,0,F,Y,N,0,Y,0
237301,DARK,LIGHT,0,M,N,N,0,Y,0
41488,DARK,DARK,0,M,N,N,0,N,0
41491,LIGHT,LIGHT,0,M,N,N,0,N,0
41968,DARK,LIGHT,0,F,N,N,0,N,0
43084,DARK,DARK,0,M,N,N,0,N,0
112517,DARK,LIGHT,0,F,N,N,0,N,0
12115,LIGHT,LIGHT,0,F,N,N,0,N,0
12136,LIGHT,LIGHT,0,F,N,N,0,N,0
12257,DARK,DARK,0,F,N,N,0,N,0
157617,DARK,DARK,0,M,N,N,0,N,0
201128,DARK,LIGHT,0,F,Y,N,0,Y,0
219958,LIGHT,LIGHT,0,M,Y,N,0,N,0
226455,DARK,DARK,0,F,N,N,0,Y,0
227196,DARK,DARK,0,F,Y,N,0,Y,0
228583,DARK,LIGHT,0,M,N,N,0,Y,0
234304,DARK,DARK,0,F,N,N,0,Y,0
234981,DARK,DARK,0,F,Y,N,0,Y,0
236229,DARK,LIGHT,0,F,N,N,0,Y,0
236402,LIGHT,LIGHT,0,F,N,N,0,Y,0
236989,DARK,DARK,0,M,N,N,0,Y,0
79819,LIGHT,LIGHT,0,F,N,N,0,N,0
104969,DARK,LIGHT,0,M,Y,N,0,N,0
112918,DARK,LIGHT,0,F,N,N,0,N,0
117540,DARK,DARK,0,M,N,N,0,N,0
139618,DARK,LIGHT,0,M,N,N,0,N,0
142700,DARK,DARK,0,F,Y,N,0,Y,0
221284,DARK,DARK,0,F,Y,N,0,Y,0
221580,DARK,DARK,0,M,Y,N,0,Y,0
226672,DARK,DARK,0,M,N,N,0,Y,0
227917,LIGHT,LIGHT,0,F,N,N,0,Y,0
230390,LIGHT,LIGHT,0,M,N,N,0,Y,0
230537,DARK,LIGHT,0,F,Y,N,0,Y,0
233318,LIGHT,DARK,0,M,Y,N,0,Y,0
233933,DARK,LIGHT,0,M,Y,N,0,Y,0
234857,DARK,DARK,0,F,N,N,0,Y,0
235250,LIGHT,LIGHT,0,F,N,N,0,Y,0
235607,DARK,LIGHT,0,M,N,N,0,Y,0
235896,DARK,DARK,0,M,N,N,0,Y,0
236125,DARK,LIGHT,0,M,N,N,0,Y,0
236211,DARK,LIGHT,0,F,N,N,0,Y,0
236425,DARK,LIGHT,0,M,N,N,0,Y,0
237016,LIGHT,LIGHT,0,F,N,N,0,N,0
44056,DARK,DARK,0,F,N,N,0,N,0
108459,DARK,LIGHT,0,M,N,N,0,N,0
127323,DARK,LIGHT,0,M,Y,N,0,Y,0
130271,DARK,LIGHT,0,M,Y,N,0,Y,0
219542,DARK,LIGHT,0,F,N,N,0,Y,0
223619,DARK,DARK,0,M,N,N,0,Y,0
225040,DARK,DARK,0,F,N,N,0,Y,0
226967,DARK,DARK,0,F,Y,N,0,Y,0
236852,LIGHT,LIGHT,0,F,N,N,0,Y,0
237446,DARK,LIGHT,0,F,N,N,0,N,0
237791,LIGHT,DARK,0,F,Y,N,0,Y,0
238342,LIGHT,LIGHT,0,F,Y,N,0,Y,0
41974,LIGHT,LIGHT,0,M,N,N,0,N,0
99971,DARK,DARK,0,M,N,N,0,N,0
102086,DARK,DARK,0,F,Y,N,0,N,0
11809,DARK,DARK,0,M,N,N,0,N,0
202663,DARK,DARK,0,F,N,N,0,Y,0
219091,LIGHT,DARK,0,M,Y,N,0,Y,0
219660,LIGHT,LIGHT,0,F,N,N,0,Y,0
220358,DARK,DARK,0,F,N,N,0,Y,0
220548,LIGHT,DARK,0,F,Y,N,0,N,0
222267,DARK,DARK,0,F,N,N,0,Y,0
222296,LIGHT,DARK,0,F,N,N,0,Y,0
225025,DARK,LIGHT,0,F,N,N,0,Y,0
227952,LIGHT,DARK,0,M,N,N,0,Y,0
229107,DARK,LIGHT,0,F,N,N,0,Y,0
232260,DARK,LIGHT,0,M,N,N,0,Y,0
233402,LIGHT,LIGHT,0,M,N,N,0,Y,0
234342,DARK,LIGHT,0,M,N,N,0,Y,0
235739,DARK,LIGHT,0,F,N,N,0,Y,0
235890,LIGHT,LIGHT,0,M,N,N,0,Y,0
236068,LIGHT,LIGHT,0,M,N,N,0,Y,0
236226,LIGHT,DARK,0,M,Y,N,0,Y,0
236687,DARK,DARK,0,F,Y,N,0,Y,0
236847,LIGHT,LIGHT,0,F,Y,N,0,Y,0
237415,LIGHT,LIGHT,0,M,Y,N,0,Y,0
43677,LIGHT,LIGHT,0,F,N,N,0,N,0
86249,DARK,DARK,0,F,N,N,0,N,0
107869,DARK,DARK,0,M,N,N,0,N,0
110389,DARK,DARK,0,F,Y,N,0,N,0
115644,DARK,DARK,0,M,N,N,0,N,0
115880,LIGHT,DARK,0,F,N,N,0,N,0
218889,DARK,LIGHT,0,M,Y,N,0,Y,0
223416,LIGHT,LIGHT,0,F,N,N,0,Y,0
227057,LIGHT,LIGHT,0,F,N,N,0,N,0
229249,DARK,DARK,0,F,N,N,0,Y,0
234005,DARK,DARK,0,F,Y,N,0,Y,0
234618,LIGHT,LIGHT,0,F,N,N,0,Y,0
234964,DARK,DARK,0,F,N,N,0,N,0
236606,DARK,LIGHT,0,M,N,N,0,Y,0
237261,DARK,DARK,0,M,N,N,0,Y,0
237729,LIGHT,LIGHT,0,M,N,N,0,Y,0
95974,LIGHT,LIGHT,0,F,N,N,0,N,0
13950,LIGHT,LIGHT,0,F,N,N,0,N,0
208421,LIGHT,LIGHT,0,F,N,N,0,N,0
211036,LIGHT,DARK,0,M,Y,N,0,Y,0
218882,LIGHT,LIGHT,0,F,N,N,0,Y,0
219135,DARK,DARK,0,F,N,N,0,Y,0
221918,LIGHT,LIGHT,0,M,Y,N,0,Y,0
224805,DARK,DARK,0,M,Y,N,0,Y,0
226993,DARK,LIGHT,0,M,N,N,0,Y,0
232989,LIGHT,LIGHT,0,F,N,N,0,Y,0
235681,LIGHT,DARK,0,M,N,N,0,Y,0
237463,DARK,LIGHT,0,F,N,N,0,Y,0
78569,LIGHT,LIGHT,0,F,N,N,0,N,0
100720,LIGHT,LIGHT,0,F,Y,N,0,N,0
118425,LIGHT,LIGHT,0,F,N,N,0,N,0
129731,DARK,LIGHT,0,F,Y,N,0,Y,0
191828,LIGHT,LIGHT,0,M,N,N,0,Y,0
218420,DARK,LIGHT,0,M,N,N,0,Y,0
219468,DARK,LIGHT,0,F,Y,N,0,Y,0
224727,LIGHT,DARK,0,M,N,N,0,Y,0
230214,LIGHT,LIGHT,0,M,Y,N,0,Y,0
234728,DARK,LIGHT,0,M,N,N,0,Y,0
235432,LIGHT,DARK,0,F,N,N,0,Y,0
235605,LIGHT,LIGHT,0,F,N,N,0,Y,0
235807,DARK,DARK,0,M,Y,N,0,Y,0
236158,DARK,DARK,0,F,N,N,0,Y,0
236643,DARK,LIGHT,0,M,N,N,0,Y,0
237798,LIGHT,LIGHT,0,M,Y,N,0,Y,0
41436,DARK,DARK,0,M,N,N,0,N,0
41519,DARK,DARK,0,F,N,N,0,Y,0
44686,DARK,DARK,0,M,N,N,0,N,0
118954,DARK,DARK,0,F,N,N,0,N,0
194804,LIGHT,DARK,0,M,Y,N,0,N,0
210300,DARK,DARK,0,M,N,N,0,Y,0
219107,LIGHT,DARK,0,F,N,N,0,Y,0
220635,DARK,LIGHT,0,M,N,N,0,Y,0
220796,DARK,DARK,0,F,Y,N,0,Y,0
224322,DARK,LIGHT,0,F,N,N,0,Y,0
228874,DARK,LIGHT,0,F,N,N,0,Y,0
231121,DARK,LIGHT,0,M,Y,N,0,Y,0
235823,DARK,DARK,0,F,Y,N,0,Y,0
237050,LIGHT,DARK,0,M,N,N,0,N,0
237194,LIGHT,LIGHT,0,F,N,N,0,Y,0
44740,LIGHT,LIGHT,0,M,N,N,0,N,0
85428,DARK,DARK,0,F,Y,N,0,N,0
114226,DARK,LIGHT,0,M,N,N,0,N,0
142560,LIGHT,LIGHT,0,F,Y,N,0,Y,0
15192,DARK,DARK,0,F,N,N,0,N,0
15768,DARK,DARK,0,F,N,N,0,N,0
179851,DARK,DARK,0,M,N,N,0,Y,0
221585,LIGHT,LIGHT,0,F,N,N,0,Y,0
224474,DARK,DARK,0,M,N,N,0,Y,0
225211,LIGHT,LIGHT,0,M,Y,N,0,Y,0
235292,DARK,DARK,0,M,N,N,0,Y,0
235539,LIGHT,DARK,0,M,N,N,0,Y,0
237135,LIGHT,LIGHT,0,F,N,N,0,Y,0
237195,LIGHT,LIGHT,0,F,N,N,0,Y,0
42137,DARK,DARK,0,M,N,N,0,N,0
44937,DARK,LIGHT,0,F,N,N,0,N,0
91953,DARK,DARK,0,F,N,N,0,N,0
96957,DARK,LIGHT,0,F,N,N,0,N,0
185364,DARK,LIGHT,0,F,Y,N,0,Y,0
190764,DARK,DARK,0,F,N,N,0,Y,0
218914,LIGHT,LIGHT,0,M,Y,N,0,Y,0
219647,LIGHT,DARK,0,F,N,N,0,Y,0
222719,DARK,DARK,0,M,N,N,0,N,0
235567,DARK,LIGHT,0,M,N,N,0,Y,0
235942,DARK,LIGHT,0,M,Y,N,0,Y,0
235971,DARK,LIGHT,0,M,N,N,0,Y,0
236037,DARK,LIGHT,0,F,N,N,0,Y,0
236352,LIGHT,LIGHT,0,M,N,N,0,Y,0
236633,DARK,LIGHT,0,F,N,N,0,Y,0
236642,LIGHT,LIGHT,0,F,N,N,0,Y,0
237804,DARK,LIGHT,0,F,N,N,0,Y,0
41755,DARK,LIGHT,0,F,N,N,0,N,0
42710,LIGHT,LIGHT,0,F,N,N,0,N,0
114940,DARK,DARK,0,M,N,N,0,N,0
190305,DARK,DARK,0,F,N,N,0,Y,0
194985,DARK,LIGHT,0,M,N,N,0,Y,0
203276,DARK,DARK,0,F,N,N,0,N,0
218097,DARK,DARK,0,M,Y,N,0,Y,0
223444,LIGHT,LIGHT,0,F,N,N,0,Y,0
226991,DARK,DARK,0,F,N,N,0,Y,0
228428,LIGHT,LIGHT,0,M,Y,N,0,Y,0
229521,DARK,LIGHT,0,F,N,N,0,N,0
231755,LIGHT,LIGHT,0,M,N,N,0,Y,0
234502,LIGHT,DARK,0,F,Y,N,0,Y,0
235611,LIGHT,LIGHT,0,F,Y,N,0,Y,0
235664,LIGHT,LIGHT,0,M,N,N,0,Y,0
237034,DARK,LIGHT,0,M,N,N,0,Y,0
139539,DARK,DARK,0,M,Y,N,0,Y,0
164605,DARK,DARK,0,F,Y,N,0,Y,0
177028,DARK,DARK,0,M,N,N,0,N,0
219313,DARK,LIGHT,0,M,N,N,0,Y,0
225119,DARK,LIGHT,0,M,N,N,0,N,0
232294,DARK,LIGHT,0,M,N,N,0,N,0
234332,DARK,LIGHT,0,M,N,N,0,N,0
234682,LIGHT,LIGHT,0,F,N,N,0,Y,0
235352,DARK,LIGHT,0,F,Y,N,0,Y,0
235383,DARK,DARK,0,F,N,N,0,Y,0
235953,DARK,DARK,0,M,N,N,0,Y,0
236511,DARK,DARK,0,F,Y,N,0,Y,0
236598,DARK,DARK,0,M,N,N,0,Y,0
237015,DARK,DARK,0,F,N,N,0,N,0
237207,LIGHT,LIGHT,0,F,Y,N,0,Y,0
237427,DARK,DARK,0,F,Y,N,0,Y,0
237837,DARK,DARK,0,F,Y,N,0,Y,0
41808,DARK,DARK,0,F,N,N,0,Y,0
42114,DARK,DARK,0,F,N,N,0,N,0
98965,DARK,LIGHT,0,M,N,N,0,N,0
164725,LIGHT,LIGHT,0,F,N,N,0,N,0
201433,LIGHT,LIGHT,0,M,N,N,0,Y,0
221773,LIGHT,LIGHT,0,M,Y,N,0,Y,0
223684,LIGHT,LIGHT,0,M,Y,N,0,Y,0
224205,DARK,LIGHT,0,M,Y,N,0,Y,0
224609,DARK,LIGHT,0,F,N,N,0,N,0
225148,LIGHT,LIGHT,0,M,Y,N,0,Y,0
229151,DARK,LIGHT,0,F,N,N,0,Y,0
229418,LIGHT,LIGHT,0,M,N,N,0,Y,0
232076,DARK,DARK,0,M,N,N,0,N,0
232427,LIGHT,LIGHT,0,F,N,N,0,Y,0
235598,DARK,LIGHT,0,F,Y,N,0,Y,0
237520,LIGHT,LIGHT,0,F,N,N,0,Y,0
93426,LIGHT,LIGHT,0,F,N,N,0,N,0
112055,DARK,LIGHT,0,F,N,N,0,Y,0
188625,DARK,DARK,0,F,Y,N,0,Y,0
212139,DARK,DARK,0,M,Y,N,0,Y,0
216036,DARK,LIGHT,0,M,N,N,0,Y,0
228123,DARK,DARK,0,F,N,N,0,Y,0
230876,LIGHT,DARK,0,F,N,N,0,Y,0
231348,DARK,DARK,0,M,N,N,0,Y,0
231689,LIGHT,LIGHT,0,F,N,N,0,N,0
234558,LIGHT,LIGHT,0,F,N,N,0,Y,0
235527,DARK,LIGHT,0,M,N,N,0,Y,0
235892,DARK,DARK,0,M,N,N,0,Y,0
236698,LIGHT,LIGHT,0,M,N,N,0,Y,0
237884,LIGHT,LIGHT,0,F,Y,N,0,Y,0
45071,LIGHT,LIGHT,0,F,N,N,0,N,0
104227,DARK,DARK,0,M,N,N,0,N,0
107375,DARK,LIGHT,0,M,N,N,0,N,0
111354,DARK,LIGHT,0,F,Y,N,0,N,0
12712,LIGHT,LIGHT,0,F,N,N,0,N,0
183834,DARK,LIGHT,0,M,Y,N,0,N,0
195544,LIGHT,LIGHT,0,M,N,N,0,N,0
219546,LIGHT,DARK,0,M,Y,N,0,Y,0
222247,LIGHT,LIGHT,0,M,N,N,0,Y,0
223415,LIGHT,LIGHT,0,F,N,N,0,Y,0
229761,LIGHT,LIGHT,0,F,N,N,0,Y,0
233510,DARK,LIGHT,0,M,Y,N,0,Y,0
233901,DARK,DARK,0,M,N,N,0,Y,0
234807,DARK,DARK,0,M,N,N,0,Y,0
235251,DARK,DARK,0,M,Y,N,0,Y,0
235480,DARK,DARK,0,F,N,N,0,Y,0
235721,LIGHT,LIGHT,0,M,N,N,0,Y,0
236437,DARK,LIGHT,0,F,N,N,0,N,0
236665,LIGHT,LIGHT,0,F,N,N,0,Y,0
236951,LIGHT,LIGHT,0,F,Y,N,0,Y,0
236963,DARK,DARK,0,F,Y,N,0,Y,0
236971,LIGHT,LIGHT,0,F,Y,N,0,Y,0
237186,LIGHT,DARK,0,F,Y,N,0,Y,0
92903,DARK,LIGHT,0,F,N,N,0,N,0
93424,DARK,LIGHT,0,M,N,N,0,N,0
104226,DARK,DARK,0,F,N,N,0,N,0
129555,DARK,LIGHT,0,M,N,N,0,N,0
186361,DARK,DARK,0,M,N,N,0,N,0
217357,DARK,DARK,0,F,N,N,0,N,0
219618,LIGHT,LIGHT,0,F,Y,N,0,Y,0
222318,DARK,LIGHT,0,M,N,N,0,Y,0
222518,DARK,LIGHT,0,M,N,N,0,N,0
223837,LIGHT,LIGHT,0,M,N,N,0,Y,0
223870,LIGHT,LIGHT,0,M,N,N,0,N,0
226111,LIGHT,DARK,0,F,N,N,0,Y,0
226458,DARK,LIGHT,0,F,N,N,0,Y,0
229347,DARK,DARK,0,F,N,N,0,N,0
229942,LIGHT,DARK,0,M,N,N,0,N,0
235445,DARK,DARK,0,F,N,N,0,Y,0
236163,DARK,LIGHT,0,F,Y,N,0,Y,0
236502,LIGHT,LIGHT,0,M,Y,N,0,Y,0
236672,DARK,DARK,0,F,N,N,0,Y,0
236816,LIGHT,LIGHT,0,F,N,N,0,N,0
237799,LIGHT,DARK,0,M,Y,N,0,Y,0
45114,DARK,DARK,0,M,N,N,0,N,0
115281,DARK,DARK,0,M,N,N,0,N,0
202562,LIGHT,DARK,0,M,N,N,0,Y,0
211130,DARK,LIGHT,0,M,Y,N,0,Y,0
223766,LIGHT,LIGHT,0,F,N,N,0,Y,0
225201,LIGHT,LIGHT,0,M,N,N,0,N,0
225779,DARK,LIGHT,0,F,N,N,0,Y,0
226027,DARK,LIGHT,0,F,Y,N,0,Y,0
231051,DARK,LIGHT,0,F,N,N,0,N,0
233154,DARK,DARK,0,F,Y,N,0,Y,0
234653,DARK,LIGHT,0,M,N,N,0,Y,0
236580,LIGHT,LIGHT,0,F,Y,N,0,Y,0
43272,DARK,DARK,0,M,N,N,0,N,0
44183,LIGHT,LIGHT,0,M,N,N,0,N,0
124291,DARK,DARK,0,F,N,N,0,N,0
147189,DARK,DARK,0,M,Y,N,0,Y,0
174647,LIGHT,LIGHT,0,F,N,N,0,N,0
212296,LIGHT,LIGHT,0,M,N,N,0,Y,0
216896,DARK,LIGHT,0,M,N,N,0,Y,0
218883,DARK,LIGHT,0,F,N,N,0,Y,0
219061,LIGHT,LIGHT,0,F,N,N,0,N,0
220481,LIGHT,DARK,0,F,N,N,0,N,0
223540,LIGHT,LIGHT,0,F,Y,N,0,Y,0
229307,DARK,DARK,0,F,Y,N,0,Y,0
230728,LIGHT,LIGHT,0,M,N,N,0,Y,0
233218,DARK,DARK,0,M,Y,N,0,Y,0
234478,LIGHT,DARK,0,F,N,N,0,Y,0
234605,LIGHT,LIGHT,0,M,N,N,0,Y,0
234946,DARK,DARK,0,M,N,N,0,Y,0
235381,DARK,DARK,0,F,N,N,0,Y,0
236129,DARK,LIGHT,0,F,N,N,0,Y,0
236386,DARK,DARK,0,F,N,N,0,Y,0
236842,LIGHT,DARK,0,F,N,N,0,Y,0
237021,DARK,LIGHT,0,F,N,N,0,N,0
43954,DARK,DARK,0,F,N,N,0,N,0
103049,DARK,DARK,0,M,N,N,0,N,0
198144,LIGHT,LIGHT,0,F,N,N,0,Y,0
217917,DARK,DARK,0,F,Y,N,0,Y,0
227034,LIGHT,LIGHT,0,F,N,N,0,Y,0
229704,LIGHT,LIGHT,0,M,N,N,0,Y,0
234485,LIGHT,DARK,0,F,Y,N,0,Y,0
234842,LIGHT,LIGHT,0,M,Y,N,0,Y,0
235160,DARK,LIGHT,0,F,N,N,0,Y,0
235170,DARK,DARK,0,M,Y,N,0,Y,0
235206,LIGHT,LIGHT,0,F,N,N,0,Y,0
235612,DARK,DARK,0,M,Y,N,0,Y,0
235686,LIGHT,LIGHT,0,M,N,N,0,Y,0
236003,LIGHT,LIGHT,0,M,N,N,0,Y,0
238010,DARK,LIGHT,0,M,N,N,0,Y,0
114667,DARK,DARK,0,F,N,N,0,N,0
127812,DARK,LIGHT,0,M,Y,N,0,N,0
13303,DARK,DARK,0,F,N,N,0,N,0
182732,LIGHT,LIGHT,0,M,N,N,0,Y,0
220508,DARK,LIGHT,0,M,N,N,0,Y,0
222702,LIGHT,LIGHT,0,M,N,N,0,Y,0
227642,DARK,LIGHT,0,F,Y,N,0,N,0
230355,DARK,DARK,0,F,N,N,0,Y,0
236014,LIGHT,DARK,0,M,Y,N,0,Y,0
236369,LIGHT,DARK,0,F,N,N,0,Y,0
88891,DARK,LIGHT,0,M,Y,N,0,N,0
98882,LIGHT,LIGHT,0,M,N,N,0,N,0
106378,LIGHT,LIGHT,0,F,Y,N,0,N,0
112018,DARK,DARK,0,M,N,N,0,N,0
190205,DARK,DARK,0,M,Y,N,0,Y,0
193744,LIGHT,LIGHT,0,M,N,N,0,Y,0
208118,LIGHT,LIGHT,0,F,N,N,0,Y,0
221118,DARK,DARK,0,M,N,N,0,Y,0
225881,DARK,LIGHT,0,F,N,N,0,Y,0
228620,LIGHT,DARK,0,M,N,N,0,Y,0
230107,LIGHT,LIGHT,0,F,Y,N,0,Y,0
233158,DARK,DARK,0,M,Y,N,0,Y,0
235252,DARK,LIGHT,0,F,Y,N,0,Y,0
235925,LIGHT,LIGHT,0,F,N,N,0,Y,0
236155,LIGHT,LIGHT,0,F,Y,N,0,Y,0
237152,LIGHT,LIGHT,0,F,Y,N,0,Y,0
238358,DARK,LIGHT,0,M,N,N,0,N,0
238359,DARK,LIGHT,0,F,N,N,0,N,0
43744,DARK,DARK,0,F,N,N,0,N,0
44116,DARK,DARK,0,F,N,N,0,N,0
107337,DARK,DARK,0,F,N,N,0,N,0
115523,DARK,DARK,0,M,N,N,0,N,0
172753,LIGHT,LIGHT,0,M,N,N,0,N,0
216982,DARK,LIGHT,0,F,N,N,0,Y,0
220613,DARK,DARK,0,M,N,N,0,Y,0
221933,LIGHT,LIGHT,0,M,N,N,0,N,0
225721,LIGHT,LIGHT,0,F,N,N,0,N,0
227647,LIGHT,LIGHT,0,M,Y,N,0,Y,0
234680,LIGHT,LIGHT,0,F,N,N,0,Y,0
234796,LIGHT,LIGHT,0,M,N,N,0,Y,0
237897,DARK,LIGHT,0,F,Y,N,0,Y,0
238319,DARK,LIGHT,0,F,Y,N,0,Y,0
13069,LIGHT,LIGHT,0,M,N,N,0,N,0
199296,DARK,LIGHT,0,M,N,N,0,N,0
208149,LIGHT,LIGHT,0,F,N,N,0,Y,0
220410,LIGHT,LIGHT,0,F,Y,N,0,Y,0
225811,DARK,DARK,0,M,N,N,0,Y,0
234316,DARK,LIGHT,0,F,Y,N,0,Y,0
234433,LIGHT,DARK,0,M,Y,N,0,Y,0
235165,LIGHT,LIGHT,0,F,N,N,0,Y,0
235524,LIGHT,DARK,0,F,Y,N,0,Y,0
236569,DARK,LIGHT,0,F,N,N,0,Y,0
42168,DARK,LIGHT,0,M,N,N,0,N,0
89311,LIGHT,LIGHT,0,M,N,N,0,N,0
124533,LIGHT,LIGHT,0,F,N,N,0,Y,0
147422,DARK,DARK,0,M,N,N,0,Y,0
179987,LIGHT,LIGHT,0,M,N,N,0,Y,0
182037,LIGHT,DARK,0,M,Y,N,0,Y,0
218888,DARK,LIGHT,0,M,N,N,0,Y,0
229510,DARK,DARK,0,M,N,N,0,N,0
232398,LIGHT,LIGHT,0,F,N,N,0,Y,0
233625,DARK,LIGHT,0,F,N,N,0,Y,0
235317,DARK,DARK,0,F,N,N,0,Y,0
235731,DARK,DARK,0,M,N,N,0,Y,0
236269,DARK,DARK,0,F,N,N,0,Y,0
236939,LIGHT,LIGHT,0,M,Y,N,0,Y,0
41700,LIGHT,DARK,0,M,N,N,0,N,0
117475,DARK,DARK,0,F,N,N,0,N,0
180447,LIGHT,LIGHT,0,M,N,N,0,Y,0
204475,DARK,LIGHT,0,F,N,N,0,Y,0
207856,DARK,DARK,0,M,N,N,0,Y,0
214872,DARK,DARK,0,F,Y,N,0,Y,0
230789,DARK,DARK,0,M,Y,N,0,Y,0
231019,LIGHT,DARK,0,F,Y,N,0,Y,0
232018,LIGHT,LIGHT,0,M,N,N,0,N,0
234330,DARK,DARK,0,F,Y,N,0,Y,0
234621,DARK,DARK,0,F,N,N,0,Y,0
234674,DARK,DARK,0,F,N,N,0,Y,0
235271,LIGHT,LIGHT,0,F,N,N,0,Y,0
235472,DARK,DARK,0,M,N,N,0,Y,0
235729,DARK,DARK,0,M,N,N,0,Y,0
236499,LIGHT,LIGHT,0,M,N,N,0,Y,0
237080,LIGHT,LIGHT,0,M,Y,N,0,Y,0
237479,LIGHT,DARK,0,F,Y,N,0,Y,0
215393,DARK,DARK,0,F,Y,N,0,Y,0
219994,DARK,LIGHT,0,M,Y,N,0,Y,0
224316,DARK,DARK,0,M,N,N,0,Y,0
226318,DARK,DARK,0,M,N,N,0,Y,0
227019,LIGHT,DARK,0,M,N,N,0,N,0
229391,LIGHT,LIGHT,0,F,N,N,0,Y,0
234371,LIGHT,LIGHT,0,F,N,N,0,Y,0
234955,DARK,DARK,0,F,Y,N,0,Y,0
237761,DARK,DARK,0,M,N,N,0,Y,0
238286,LIGHT,LIGHT,0,F,N,N,0,Y,0
