Dog_Number,Microchip_Flag,Microchip_Brand,Offence_Free_Flag,Active_Dog_Record
224321,Y,MICROCHIP,Y,N
224926,Y,MICROCHIP,Y,Y
236092,Y,MICROCHIP,Y,Y
224104,Y,MICROCHIP,Y,Y
224507,Y,MICROCHIP,Y,Y
228148,Y,MICROCHIP,Y,Y
223857,Y,MICROCHIP,Y,Y
226918,Y,MICROCHIP,Y,Y
235958,Y,MICROCHIP,Y,Y
223972,Y,MICROCHIP,N,N
224208,Y,MICROCHIP,Y,Y
225282,Y,MICROCHIP,Y,Y
225954,Y,MICROCHIP,N,N
230315,Y,MICROCHIP,N,N
223855,Y,MICROCHIP,Y,Y
224319,Y,MICROCHIP,Y,Y
227852,Y,MICROCHIP,Y,Y
224783,Y,MICROCHIP,N,Y
223754,N,,U,N
225903,Y,MICROCHIP,Y,N
223957,Y,MICROCHIP,Y,N
223958,Y,MICROCHIP,Y,N
226468,Y,MICROCHIP,Y,N
223959,Y,MICROCHIP,Y,Y
225713,Y,MICROCHIP,Y,Y
237292,Y,MICROCHIP,U,Y
225214,N,,U,N
225758,Y,MICROCHIP,U,N
223915,Y,MICROCHIP,Y,N
223952,Y,MICROCHIP,Y,Y
223963,Y,MICROCHIP,Y,Y
224088,Y,MICROCHIP,Y,Y
225742,Y,MICROCHIP,Y,Y
228101,Y,MICROCHIP,Y,Y
227973,Y,MICROCHIP,Y,Y
225710,Y,MICROCHIP,U,N
223938,Y,MICROCHIP,Y,Y
223923,Y,MICROCHIP,Y,Y
223830,Y,MICROCHIP,Y,Y
230371,Y,MICROCHIP,Y,Y
223924,Y,MICROCHIP,Y,Y
225666,Y,MICROCHIP,Y,Y
225678,Y,MICROCHIP,Y,Y
223919,Y,MICROCHIP,Y,Y
228033,Y,MICROCHIP,Y,Y
225049,Y,MICROCHIP,Y,Y
225331,Y,MICROCHIP,Y,Y
225651,Y,MICROCHIP,Y,Y
229606,Y,MICROCHIP,Y,Y
225436,Y,MICROCHIP,N,N
228015,Y,MICROCHIP,Y,N
224752,Y,MICROCHIP,Y,Y
226531,Y,MICROCHIP,Y,Y
224064,Y,MICROCHIP,N,N
224065,Y,MICROCHIP,Y,N
223783,Y,MICROCHIP,Y,Y
236363,Y,MICROCHIP,Y,Y
225626,Y,MICROCHIP,Y,N
228584,Y,MICROCHIP,Y,N
226036,Y,MICROCHIP,N,N
223896,Y,MICROCHIP,Y,Y
231460,Y,MICROCHIP,Y,Y
225615,Y,MICROCHIP,N,N
223764,Y,MICROCHIP,Y,Y
223930,Y,MICROCHIP,Y,Y
227984,Y,MICROCHIP,Y,Y
226221,Y,MICROCHIP,Y,N
223442,Y,MICROCHIP,Y,Y
223872,Y,MICROCHIP,Y,Y
225599,Y,MICROCHIP,Y,Y
223851,Y,MICROCHIP,N,N
228692,Y,MICROCHIP,Y,Y
225354,Y,MICROCHIP,Y,Y
235222,Y,MICROCHIP,Y,Y
224025,Y,MICROCHIP,U,N
224083,Y,MICROCHIP,Y,N
223639,Y,MICROCHIP,Y,Y
223921,Y,MICROCHIP,Y,Y
224350,Y,MICROCHIP,Y,Y
224361,Y,MICROCHIP,Y,Y
225326,Y,MICROCHIP,N,Y
225338,Y,MICROCHIP,Y,Y
223831,Y,MICROCHIP,Y,N
223853,Y,MICROCHIP,Y,Y
230344,Y,MICROCHIP,Y,Y
224541,N,,U,N
225993,N,,U,N
224017,Y,MICROCHIP,Y,Y
224018,Y,MICROCHIP,Y,Y
227941,Y,MICROCHIP,Y,Y
224010,Y,MICROCHIP,U,N
224011,Y,MICROCHIP,Y,N
224022,Y,MICROCHIP,U,Y
224194,Y,MICROCHIP,Y,Y
224195,Y,MICROCHIP,Y,Y
227933,Y,MICROCHIP,Y,Y
236662,Y,MICROCHIP,Y,Y
224190,Y,MICROCHIP,N,N
236153,Y,MICROCHIP,Y,Y
223991,Y,MICROCHIP,U,N
223789,Y,MICROCHIP,Y,Y
225066,Y,MICROCHIP,Y,N
223747,Y,MICROCHIP,Y,Y
225535,Y,MICROCHIP,Y,Y
228174,Y,MICROCHIP,Y,Y
237095,Y,MICROCHIP,U,Y
225532,Y,MICROCHIP,U,N
223964,Y,MICROCHIP,Y,Y
223665,Y,MICROCHIP,Y,Y
224314,Y,MICROCHIP,Y,Y
225476,Y,MICROCHIP,Y,Y
228945,Y,MICROCHIP,Y,Y
223775,Y,MICROCHIP,Y,N
224620,Y,MICROCHIP,Y,Y
225518,Y,MICROCHIP,Y,Y
223429,Y,MICROCHIP,Y,Y
223767,Y,MICROCHIP,Y,Y
233599,Y,MICROCHIP,Y,Y
238036,Y,MICROCHIP,U,Y
235596,Y,MICROCHIP,Y,Y
237171,Y,MICROCHIP,U,Y
234849,Y,MICROCHIP,Y,Y
225498,Y,MICROCHIP,Y,N
225489,Y,MICROCHIP,Y,Y
225501,Y,MICROCHIP,Y,Y
226007,Y,MICROCHIP,Y,Y
227866,Y,MICROCHIP,Y,Y
230215,Y,MICROCHIP,Y,Y
237038,Y,MICROCHIP,U,Y
225738,Y,MICROCHIP,Y,Y
229742,Y,MICROCHIP,Y,Y
225456,Y,MICROCHIP,U,N
223943,Y,MICROCHIP,Y,N
223941,Y,MICROCHIP,Y,Y
225441,Y,MICROCHIP,Y,Y
223727,Y,MICROCHIP,Y,Y
224155,Y,MICROCHIP,Y,Y
226286,Y,MICROCHIP,Y,Y
223810,Y,MICROCHIP,Y,N
224434,Y,MICROCHIP,N,N
223718,Y,MICROCHIP,Y,N
227767,Y,MICROCHIP,Y,N
223503,Y,MICROCHIP,Y,Y
224850,Y,MICROCHIP,Y,Y
226019,Y,MICROCHIP,Y,Y
231699,Y,MICROCHIP,Y,N
223702,N,,U,N
230147,Y,MICROCHIP,N,N
223708,Y,MICROCHIP,Y,N
223712,Y,MICROCHIP,N,Y
224849,Y,MICROCHIP,Y,Y
225390,Y,MICROCHIP,N,Y
228513,Y,MICROCHIP,Y,Y
236956,Y,MICROCHIP,U,Y
227283,Y,MICROCHIP,Y,Y
227728,Y,MICROCHIP,Y,Y
232375,Y,MICROCHIP,Y,Y
234708,Y,MICROCHIP,Y,Y
225366,Y,MICROCHIP,U,N
223489,Y,MICROCHIP,N,N
224262,Y,MICROCHIP,N,N
224084,N,,U,N
223799,Y,MICROCHIP,Y,Y
233421,Y,MICROCHIP,Y,Y
224076,Y,MICROCHIP,N,N
224408,Y,MICROCHIP,Y,Y
224814,Y,MICROCHIP,Y,Y
226629,N,,N,N
230077,Y,MICROCHIP,Y,N
223638,Y,MICROCHIP,Y,Y
223967,Y,MICROCHIP,Y,Y
237132,Y,MICROCHIP,U,Y
223773,Y,MICROCHIP,Y,Y
223455,Y,MICROCHIP,Y,Y
223647,Y,MICROCHIP,Y,Y
223890,Y,MICROCHIP,U,N
223860,Y,MICROCHIP,Y,Y
236884,Y,MICROCHIP,U,Y
223614,Y,MICROCHIP,Y,Y
227658,Y,MICROCHIP,Y,Y
223526,Y,MICROCHIP,Y,Y
223635,Y,MICROCHIP,Y,Y
223558,Y,MICROCHIP,Y,Y
223613,Y,MICROCHIP,Y,Y
223631,Y,MICROCHIP,Y,Y
225317,Y,MICROCHIP,Y,Y
225439,Y,MICROCHIP,Y,Y
226929,Y,MICROCHIP,Y,Y
227619,Y,MICROCHIP,Y,Y
232853,Y,MICROCHIP,Y,Y
224553,Y,MICROCHIP,Y,N
223621,Y,MICROCHIP,Y,Y
223622,Y,MICROCHIP,Y,Y
224951,Y,MICROCHIP,Y,Y
225725,Y,MICROCHIP,Y,Y
223606,Y,MICROCHIP,Y,Y
229989,Y,MICROCHIP,Y,Y
227252,Y,MICROCHIP,Y,Y
227911,Y,MICROCHIP,Y,Y
234602,Y,MICROCHIP,Y,Y
232236,Y,MICROCHIP,Y,Y
223369,Y,MICROCHIP,Y,N
223393,Y,MICROCHIP,Y,Y
224992,Y,MICROCHIP,Y,Y
225288,Y,MICROCHIP,Y,Y
225397,Y,MICROCHIP,Y,Y
231266,Y,MICROCHIP,Y,Y
224329,Y,MICROCHIP,Y,Y
225207,Y,MICROCHIP,N,N
224172,Y,MICROCHIP,Y,Y
225206,Y,MICROCHIP,Y,Y
226987,Y,MICROCHIP,Y,Y
230282,Y,MICROCHIP,Y,Y
236785,Y,MICROCHIP,U,Y
233805,Y,MICROCHIP,Y,N
224326,Y,MICROCHIP,Y,N
229966,Y,MICROCHIP,Y,Y
230704,Y,MICROCHIP,Y,Y
223974,N,,Y,N
224157,Y,MICROCHIP,Y,Y
224162,Y,MICROCHIP,Y,Y
224299,Y,MICROCHIP,Y,Y
234893,Y,MICROCHIP,Y,Y
223572,Y,MICROCHIP,N,N
223571,Y,MICROCHIP,Y,Y
232237,Y,MICROCHIP,Y,Y
223303,Y,MICROCHIP,Y,N
223362,Y,MICROCHIP,Y,Y
223565,Y,MICROCHIP,Y,Y
225209,Y,MICROCHIP,Y,Y
227397,Y,MICROCHIP,Y,Y
232421,Y,MICROCHIP,Y,Y
225013,Y,MICROCHIP,Y,N
223508,Y,MICROCHIP,Y,Y
223553,Y,MICROCHIP,Y,Y
224181,Y,MICROCHIP,Y,Y
237229,Y,MICROCHIP,U,Y
223771,Y,MICROCHIP,Y,N
223332,Y,MICROCHIP,Y,Y
223616,Y,MICROCHIP,Y,Y
224122,Y,MICROCHIP,Y,Y
225747,Y,MICROCHIP,N,Y
223541,Y,MICROCHIP,Y,Y
223543,Y,MICROCHIP,Y,Y
225158,Y,MICROCHIP,Y,Y
223538,Y,MICROCHIP,Y,N
223532,Y,MICROCHIP,N,Y
223942,Y,MICROCHIP,N,N
223530,Y,MICROCHIP,Y,Y
223636,Y,MICROCHIP,Y,Y
223519,Y,MICROCHIP,Y,Y
229898,Y,MICROCHIP,Y,Y
233009,Y,MICROCHIP,Y,Y
224437,Y,MICROCHIP,N,Y
223504,N,,U,N
223793,Y,MICROCHIP,Y,Y
227472,Y,MICROCHIP,Y,Y
235691,Y,MICROCHIP,Y,N
223743,Y,MICROCHIP,Y,Y
223499,Y,MICROCHIP,Y,N
235034,Y,MICROCHIP,Y,N
223265,Y,MICROCHIP,Y,Y
237390,Y,MICROCHIP,U,Y
223488,Y,MICROCHIP,Y,N
223244,Y,MICROCHIP,Y,Y
229872,Y,MICROCHIP,Y,Y
227453,Y,MICROCHIP,U,Y
223461,Y,MICROCHIP,Y,Y
224263,Y,MICROCHIP,Y,Y
234436,Y,MICROCHIP,Y,Y
223480,Y,MICROCHIP,Y,Y
223307,Y,MICROCHIP,Y,Y
223427,Y,MICROCHIP,Y,Y
223545,Y,MICROCHIP,Y,Y
223445,N,,U,N
223451,Y,MICROCHIP,Y,N
223506,Y,MICROCHIP,Y,Y
224348,Y,MICROCHIP,Y,Y
228456,Y,MICROCHIP,Y,Y
232329,Y,MICROCHIP,Y,Y
223441,Y,MICROCHIP,Y,Y
223642,Y,MICROCHIP,Y,N
227425,Y,MICROCHIP,N,N
225396,Y,MICROCHIP,N,N
223437,Y,MICROCHIP,Y,Y
223431,Y,MICROCHIP,Y,Y
227421,Y,MICROCHIP,Y,N
236118,Y,MICROCHIP,N,Y
223115,Y,MICROCHIP,Y,Y
223425,Y,MICROCHIP,Y,Y
223934,Y,MICROCHIP,Y,Y
225687,Y,MICROCHIP,Y,Y
230139,Y,MICROCHIP,Y,Y
223121,Y,MICROCHIP,Y,Y
223597,Y,MICROCHIP,Y,Y
223832,Y,MICROCHIP,Y,Y
235857,Y,MICROCHIP,Y,Y
225056,Y,MICROCHIP,N,N
228021,Y,MICROCHIP,Y,N
225055,Y,MICROCHIP,Y,Y
225057,Y,MICROCHIP,Y,Y
225576,Y,MICROCHIP,Y,Y
223795,Y,MICROCHIP,Y,Y
223813,Y,MICROCHIP,N,Y
225044,N,,N,N
223398,Y,MICROCHIP,Y,Y
223979,Y,MICROCHIP,Y,Y
233695,Y,MICROCHIP,Y,Y
224648,Y,MICROCHIP,Y,Y
229773,Y,MICROCHIP,N,Y
224175,Y,MICROCHIP,Y,Y
236767,N,,U,Y
223805,Y,MICROCHIP,Y,Y
223387,Y,MICROCHIP,Y,N
223098,Y,MICROCHIP,Y,Y
223772,Y,MICROCHIP,Y,Y
225365,Y,MICROCHIP,Y,Y
234883,Y,MICROCHIP,Y,Y
234885,Y,MICROCHIP,Y,Y
223086,N,,U,N
224503,Y,MICROCHIP,Y,Y
223358,Y,MICROCHIP,Y,Y
223364,Y,MICROCHIP,Y,Y
223365,Y,MICROCHIP,N,Y
224492,Y,MICROCHIP,Y,Y
225956,Y,MICROCHIP,Y,Y
229732,Y,MICROCHIP,N,Y
228604,Y,MICROCHIP,Y,Y
231969,Y,MICROCHIP,Y,Y
233622,Y,MICROCHIP,Y,Y
236596,Y,MICROCHIP,N,Y
235256,Y,MICROCHIP,Y,Y
225001,Y,MICROCHIP,N,N
227366,Y,MICROCHIP,N,N
223361,Y,MICROCHIP,Y,Y
224922,Y,MICROCHIP,Y,Y
232454,Y,MICROCHIP,Y,Y
223956,N,,U,N
231242,Y,MICROCHIP,Y,Y
223736,Y,MICROCHIP,U,N
224664,Y,MICROCHIP,N,N
227355,Y,MICROCHIP,N,N
223313,Y,MICROCHIP,Y,Y
224478,Y,MICROCHIP,Y,Y
236573,Y,MICROCHIP,Y,Y
223535,Y,MICROCHIP,U,N
227343,Y,MICROCHIP,N,N
222951,Y,MICROCHIP,N,Y
236029,Y,MICROCHIP,Y,Y
223236,Y,MICROCHIP,Y,Y
223298,Y,MICROCHIP,Y,Y
223676,Y,MICROCHIP,Y,Y
237850,Y,MICROCHIP,U,Y
223300,Y,MICROCHIP,N,Y
227339,Y,MICROCHIP,N,N
227091,Y,MICROCHIP,Y,Y
227329,Y,MICROCHIP,N,N
223375,Y,MICROCHIP,Y,Y
225809,Y,MICROCHIP,Y,Y
227064,Y,MICROCHIP,Y,Y
231566,Y,MICROCHIP,Y,Y
225485,Y,MICROCHIP,Y,Y
223260,Y,MICROCHIP,U,N
223493,Y,MICROCHIP,Y,Y
223745,Y,MICROCHIP,Y,Y
222907,Y,MICROCHIP,Y,Y
227968,Y,MICROCHIP,Y,Y
223479,Y,MICROCHIP,Y,N
225356,Y,MICROCHIP,Y,Y
222863,Y,MICROCHIP,Y,Y
226239,Y,MICROCHIP,Y,Y
226245,Y,MICROCHIP,Y,Y
229644,Y,MICROCHIP,Y,N
223123,Y,MICROCHIP,Y,Y
224713,Y,MICROCHIP,N,Y
224950,Y,MICROCHIP,Y,Y
225867,Y,MICROCHIP,N,N
223120,Y,MICROCHIP,Y,Y
223209,Y,MICROCHIP,Y,Y
223290,Y,MICROCHIP,Y,Y
224245,Y,MICROCHIP,Y,Y
235963,Y,MICROCHIP,Y,Y
222918,Y,MICROCHIP,Y,Y
224218,Y,MICROCHIP,Y,Y
223844,Y,MICROCHIP,N,Y
222807,N,,U,N
230950,Y,MICROCHIP,N,Y
222792,Y,MICROCHIP,Y,N
223842,Y,MICROCHIP,Y,Y
234319,Y,MICROCHIP,Y,Y
224919,N,,Y,N
223166,Y,MICROCHIP,Y,N
223119,Y,MICROCHIP,Y,Y
223157,Y,MICROCHIP,Y,Y
223164,Y,MICROCHIP,Y,N
223146,Y,MICROCHIP,Y,Y
223153,Y,MICROCHIP,Y,Y
223624,Y,MICROCHIP,Y,Y
227263,Y,MICROCHIP,Y,Y
223055,Y,MICROCHIP,Y,Y
223056,Y,MICROCHIP,Y,Y
236275,Y,MICROCHIP,Y,Y
223819,Y,MICROCHIP,Y,Y
222728,Y,MICROCHIP,Y,Y
222992,Y,MICROCHIP,Y,Y
225071,Y,MICROCHIP,Y,Y
229293,Y,MICROCHIP,Y,Y
231918,Y,MICROCHIP,Y,Y
226358,Y,MICROCHIP,U,N
223390,Y,MICROCHIP,Y,Y
223079,Y,MICROCHIP,Y,Y
236102,Y,MICROCHIP,Y,N
224886,Y,MICROCHIP,Y,N
226559,Y,MICROCHIP,Y,N
224708,Y,MICROCHIP,N,N
223024,Y,MICROCHIP,Y,Y
224885,Y,MICROCHIP,Y,Y
234210,Y,MICROCHIP,Y,Y
235724,Y,MICROCHIP,Y,Y
236786,Y,MICROCHIP,U,Y
223158,Y,MICROCHIP,Y,Y
229571,Y,MICROCHIP,N,N
223084,Y,MICROCHIP,N,N
223418,Y,MICROCHIP,U,N
223419,Y,MICROCHIP,U,N
222978,Y,MICROCHIP,N,N
222517,Y,MICROCHIP,Y,Y
224161,Y,MICROCHIP,Y,Y
224964,Y,MICROCHIP,Y,Y
228275,Y,MICROCHIP,Y,Y
232383,Y,MICROCHIP,N,Y
232547,Y,MICROCHIP,Y,Y
223366,Y,MICROCHIP,Y,Y
223786,Y,MICROCHIP,Y,Y
223777,N,,U,N
227224,Y,MICROCHIP,N,Y
229538,Y,MICROCHIP,Y,N
223422,Y,MICROCHIP,Y,Y
223765,Y,MICROCHIP,Y,Y
222198,Y,MICROCHIP,Y,Y
229543,Y,MICROCHIP,Y,Y
223220,Y,MICROCHIP,Y,N
223057,Y,MICROCHIP,Y,Y
224134,Y,MICROCHIP,Y,Y
236409,N,,Y,Y
224093,Y,MICROCHIP,Y,N
223463,Y,MICROCHIP,Y,Y
222706,Y,MICROCHIP,Y,Y
223046,Y,MICROCHIP,Y,Y
224119,Y,MICROCHIP,Y,Y
224830,Y,MICROCHIP,Y,Y
224285,Y,MICROCHIP,Y,N
222702,Y,MICROCHIP,U,N
223014,Y,MICROCHIP,Y,N
223947,Y,MICROCHIP,Y,Y
223010,Y,MICROCHIP,Y,Y
223012,Y,MICROCHIP,Y,Y
224519,Y,MICROCHIP,Y,Y
223428,Y,MICROCHIP,Y,Y
222982,Y,MICROCHIP,Y,Y
223222,Y,MICROCHIP,Y,Y
222731,Y,MICROCHIP,Y,Y
222971,Y,MICROCHIP,Y,Y
222980,Y,MICROCHIP,Y,Y
224109,Y,MICROCHIP,Y,Y
224638,Y,MICROCHIP,Y,Y
224099,Y,MICROCHIP,Y,Y
224807,Y,MICROCHIP,Y,Y
224810,Y,MICROCHIP,Y,Y
234160,Y,MICROCHIP,Y,Y
234167,Y,MICROCHIP,Y,Y
222861,Y,MICROCHIP,Y,Y
222941,Y,MICROCHIP,Y,Y
236968,Y,MICROCHIP,U,Y
223761,Y,MICROCHIP,Y,Y
234720,Y,MICROCHIP,Y,Y
223261,Y,MICROCHIP,Y,Y
223308,Y,MICROCHIP,Y,Y
223496,Y,MICROCHIP,Y,Y
224790,Y,MICROCHIP,Y,Y
231882,Y,MICROCHIP,Y,Y
236931,Y,MICROCHIP,U,Y
223914,Y,MICROCHIP,Y,N
223279,Y,MICROCHIP,Y,Y
227145,Y,MICROCHIP,Y,Y
230226,Y,MICROCHIP,Y,Y
223681,Y,MICROCHIP,Y,Y
222903,Y,MICROCHIP,Y,Y
222938,Y,MICROCHIP,Y,Y
234475,Y,MICROCHIP,Y,Y
234717,Y,MICROCHIP,Y,Y
231805,Y,MICROCHIP,Y,N
223234,Y,MICROCHIP,Y,Y
222860,Y,MICROCHIP,Y,Y
222869,Y,MICROCHIP,Y,Y
224395,Y,MICROCHIP,Y,Y
222850,Y,MICROCHIP,Y,Y
232471,Y,MICROCHIP,Y,Y
228432,Y,MICROCHIP,N,N
223214,Y,MICROCHIP,Y,Y
222831,Y,MICROCHIP,Y,Y
228002,Y,MICROCHIP,Y,Y
223200,Y,MICROCHIP,Y,Y
222781,Y,MICROCHIP,Y,Y
229432,Y,MICROCHIP,Y,Y
222960,Y,MICROCHIP,Y,N
222736,Y,MICROCHIP,Y,N
223269,Y,MICROCHIP,Y,Y
223270,Y,MICROCHIP,Y,Y
222830,Y,MICROCHIP,Y,Y
222833,Y,MICROCHIP,Y,Y
222911,Y,MICROCHIP,Y,Y
237721,Y,MICROCHIP,U,Y
227093,Y,MICROCHIP,Y,N
222820,Y,MICROCHIP,Y,Y
222794,Y,MICROCHIP,U,N
227089,Y,MICROCHIP,Y,N
233321,Y,MICROCHIP,Y,Y
223426,Y,MICROCHIP,Y,Y
226564,Y,MICROCHIP,Y,Y
230892,Y,MICROCHIP,Y,Y
234048,Y,MICROCHIP,Y,Y
222774,Y,MICROCHIP,Y,N
223410,Y,MICROCHIP,Y,Y
232425,Y,MICROCHIP,Y,Y
227066,Y,MICROCHIP,N,N
223184,Y,MICROCHIP,Y,Y
228996,Y,MICROCHIP,Y,Y
230959,Y,MICROCHIP,Y,Y
234787,Y,MICROCHIP,Y,Y
223816,Y,MICROCHIP,N,N
223116,Y,MICROCHIP,Y,Y
223662,Y,MICROCHIP,Y,Y
222737,Y,MICROCHIP,Y,Y
222759,Y,MICROCHIP,Y,Y
223386,Y,MICROCHIP,Y,Y
223563,Y,MICROCHIP,Y,Y
223072,Y,MICROCHIP,Y,Y
222742,N,,U,N
222743,N,,U,N
223110,Y,MICROCHIP,Y,Y
223594,Y,MICROCHIP,Y,Y
231734,Y,MICROCHIP,Y,Y
229352,Y,MICROCHIP,N,N
223584,Y,MICROCHIP,N,N
223108,Y,MICROCHIP,N,Y
223582,Y,MICROCHIP,Y,Y
223586,Y,MICROCHIP,Y,Y
222539,Y,MICROCHIP,Y,Y
224663,Y,MICROCHIP,Y,Y
225407,Y,MICROCHIP,Y,Y
233811,Y,MICROCHIP,Y,Y
223371,Y,MICROCHIP,Y,Y
233377,Y,MICROCHIP,N,Y
225068,Y,MICROCHIP,Y,N
223038,Y,MICROCHIP,N,N
222532,Y,MICROCHIP,Y,Y
222730,Y,MICROCHIP,Y,Y
222821,Y,MICROCHIP,Y,Y
227024,Y,MICROCHIP,Y,Y
227109,Y,MICROCHIP,Y,Y
229709,Y,MICROCHIP,Y,Y
230508,Y,MICROCHIP,Y,Y
237958,Y,MICROCHIP,U,Y
238121,Y,MICROCHIP,U,Y
222359,Y,MICROCHIP,Y,Y
222582,Y,MICROCHIP,Y,N
223590,Y,MICROCHIP,Y,Y
223352,Y,MICROCHIP,N,N
223961,Y,MICROCHIP,U,N
222720,Y,MICROCHIP,Y,Y
223960,Y,MICROCHIP,Y,N
222709,Y,MICROCHIP,Y,Y
227006,Y,MICROCHIP,Y,Y
235093,Y,MICROCHIP,Y,Y
222705,Y,MICROCHIP,N,N
222354,Y,MICROCHIP,Y,N
225735,Y,MICROCHIP,Y,N
226992,Y,MICROCHIP,Y,Y
230663,Y,MICROCHIP,Y,Y
237017,Y,MICROCHIP,U,Y
222499,Y,MICROCHIP,Y,Y
222645,Y,MICROCHIP,Y,Y
222673,Y,MICROCHIP,Y,N
222694,Y,MICROCHIP,Y,Y
222954,Y,MICROCHIP,Y,Y
224425,Y,MICROCHIP,Y,Y
231680,Y,MICROCHIP,Y,Y
222968,Y,MICROCHIP,N,Y
229309,Y,MICROCHIP,Y,Y
222332,Y,MICROCHIP,Y,Y
226132,Y,MICROCHIP,Y,Y
227731,Y,MICROCHIP,Y,Y
238108,Y,MICROCHIP,U,Y
222936,Y,MICROCHIP,Y,N
223715,Y,MICROCHIP,Y,N
223500,N,,U,N
222672,Y,MICROCHIP,U,N
223501,Y,MICROCHIP,Y,N
222563,Y,MICROCHIP,Y,Y
222994,Y,MICROCHIP,Y,Y
225339,Y,MICROCHIP,Y,Y
226971,Y,MICROCHIP,Y,N
222671,Y,MICROCHIP,N,N
223267,Y,MICROCHIP,Y,Y
223274,Y,MICROCHIP,Y,Y
222716,Y,MICROCHIP,Y,Y
224530,Y,MICROCHIP,Y,Y
229296,Y,MICROCHIP,Y,Y
223494,Y,MICROCHIP,U,N
224427,Y,MICROCHIP,N,N
223498,Y,MICROCHIP,Y,N
223235,Y,MICROCHIP,Y,Y
223257,Y,MICROCHIP,Y,Y
223495,Y,MICROCHIP,Y,Y
222901,N,,N,N
223486,Y,MICROCHIP,Y,Y
222651,Y,MICROCHIP,Y,Y
226947,Y,MICROCHIP,Y,Y
222465,Y,MICROCHIP,Y,Y
222647,Y,MICROCHIP,Y,Y
222643,Y,MICROCHIP,N,N
223469,N,,U,N
223476,Y,MICROCHIP,Y,Y
222882,Y,MICROCHIP,Y,Y
224259,Y,MICROCHIP,Y,Y
236674,Y,MICROCHIP,U,Y
223672,Y,MICROCHIP,N,N
229233,Y,MICROCHIP,Y,Y
222638,N,,Y,N
226923,Y,MICROCHIP,Y,N
223769,Y,MICROCHIP,Y,Y
224944,Y,MICROCHIP,Y,Y
229223,Y,MICROCHIP,Y,Y
223201,Y,MICROCHIP,Y,Y
222449,Y,MICROCHIP,Y,Y
222625,Y,MICROCHIP,N,N
222836,Y,MICROCHIP,U,N
222619,Y,MICROCHIP,Y,Y
222615,Y,MICROCHIP,Y,Y
222829,Y,MICROCHIP,Y,Y
222835,Y,MICROCHIP,Y,Y
229211,Y,MICROCHIP,Y,Y
227536,Y,MICROCHIP,Y,Y
222806,N,,U,N
222618,Y,MICROCHIP,Y,N
231126,Y,MICROCHIP,Y,Y
222798,Y,MICROCHIP,Y,Y
223423,Y,MICROCHIP,Y,Y
224027,Y,MICROCHIP,Y,N
222847,Y,MICROCHIP,Y,Y
236877,Y,MICROCHIP,U,Y
222786,Y,MICROCHIP,Y,Y
222976,Y,MICROCHIP,Y,Y
222583,Y,MICROCHIP,Y,N
222588,Y,MICROCHIP,Y,Y
232453,Y,MICROCHIP,Y,Y
223126,Y,MICROCHIP,Y,N
229161,Y,MICROCHIP,Y,N
223391,Y,MICROCHIP,Y,Y
222571,Y,MICROCHIP,Y,Y
222610,Y,MICROCHIP,Y,Y
222766,Y,MICROCHIP,Y,Y
223395,Y,MICROCHIP,Y,N
222607,Y,MICROCHIP,Y,Y
238124,Y,MICROCHIP,U,Y
223599,Y,MICROCHIP,U,N
222542,Y,MICROCHIP,Y,Y
222624,Y,MICROCHIP,Y,Y
222985,Y,MICROCHIP,Y,Y
230741,Y,MICROCHIP,Y,Y
232879,Y,MICROCHIP,Y,Y
223383,N,,Y,N
223664,Y,MICROCHIP,Y,Y
222410,Y,MICROCHIP,Y,Y
225698,Y,MICROCHIP,Y,Y
223246,Y,MICROCHIP,Y,Y
222365,Y,MICROCHIP,Y,Y
225527,Y,MICROCHIP,Y,Y
232128,Y,MICROCHIP,Y,Y
226824,Y,MICROCHIP,Y,N
222406,Y,MICROCHIP,Y,Y
222507,Y,MICROCHIP,Y,Y
222531,Y,MICROCHIP,Y,Y
222784,Y,MICROCHIP,Y,Y
225484,Y,MICROCHIP,Y,Y
225752,Y,MICROCHIP,Y,Y
223325,Y,MICROCHIP,N,N
222500,Y,MICROCHIP,Y,Y
222846,Y,MICROCHIP,Y,Y
224113,Y,MICROCHIP,Y,Y
231354,Y,MICROCHIP,Y,Y
223710,Y,MICROCHIP,N,N
222556,Y,MICROCHIP,Y,Y
222600,Y,MICROCHIP,Y,Y
226791,Y,MICROCHIP,Y,Y
222489,Y,MICROCHIP,N,N
223210,Y,MICROCHIP,Y,Y
235552,Y,MICROCHIP,Y,Y
229053,Y,MICROCHIP,Y,N
222480,Y,MICROCHIP,Y,Y
222560,Y,MICROCHIP,Y,Y
222717,Y,MICROCHIP,Y,Y
232465,Y,MICROCHIP,N,Y
222479,Y,MICROCHIP,Y,Y
228046,Y,MICROCHIP,Y,Y
232811,Y,MICROCHIP,Y,Y
223487,Y,MICROCHIP,Y,N
223926,N,,N,N
223490,Y,MICROCHIP,Y,Y
222249,Y,MICROCHIP,Y,Y
222589,Y,MICROCHIP,Y,Y
225975,Y,MICROCHIP,Y,Y
226759,Y,MICROCHIP,Y,N
222433,Y,MICROCHIP,Y,Y
222467,Y,MICROCHIP,Y,Y
222468,Y,MICROCHIP,Y,Y
222473,Y,MICROCHIP,Y,Y
237151,Y,MICROCHIP,U,Y
223245,Y,MICROCHIP,U,N
222439,Y,MICROCHIP,Y,Y
222452,Y,MICROCHIP,Y,Y
222872,Y,MICROCHIP,Y,Y
228422,Y,MICROCHIP,Y,Y
