Dog_Number,Microchip_Flag,Microchip_Brand,Offence_Free_Flag,Active_Dog_Record
225075,Y,MICROCHIP,Y,N
233878,Y,MICROCHIP,U,N
233996,Y,MICROCHIP,U,N
233866,Y,MICROCHIP,U,N
233963,Y,MICROCHIP,U,N
229407,Y,MICROCHIP,Y,N
198660,Y,MICROCHIP,Y,N
233821,Y,MICROCHIP,U,N
222153,N,,Y,N
192684,Y,MICROCHIP,Y,N
220998,Y,MICROCHIP,N,N
233931,Y,MICROCHIP,U,N
233933,Y,MICROCHIP,U,N
233026,Y,MICROCHIP,U,N
233510,Y,MICROCHIP,U,N
233240,Y,MICROCHIP,U,N
233366,Y,MICROCHIP,U,N
233895,Y,MICROCHIP,U,N
232202,Y,MICROCHIP,U,N
232496,N,,U,N
228453,Y,MICROCHIP,Y,N
233818,Y,MICROCHIP,U,N
227625,Y,MICROCHIP,Y,N
197067,Y,MICROCHIP,Y,N
232203,Y,MICROCHIP,U,N
224576,Y,MICROCHIP,Y,N
233843,Y,MICROCHIP,U,N
121875,Y,MICROCHIP,Y,N
233864,N,,U,N
231269,Y,MICROCHIP,Y,N
233329,N,,U,N
229970,Y,MICROCHIP,N,N
154094,Y,MICROCHIP,Y,N
228492,Y,MICROCHIP,N,N
231636,Y,MICROCHIP,N,N
221820,Y,MICROCHIP,Y,N
233336,Y,MICROCHIP,U,N
233036,N,,U,N
228367,Y,MICROCHIP,N,N
233467,Y,MICROCHIP,U,N
233468,Y,MICROCHIP,U,N
232989,Y,MICROCHIP,U,N
227652,Y,MICROCHIP,Y,N
183814,Y,MICROCHIP,Y,N
233481,Y,MICROCHIP,U,N
231995,Y,MICROCHIP,Y,N
231935,Y,MICROCHIP,Y,N
230753,Y,MICROCHIP,Y,N
227661,Y,MICROCHIP,Y,N
221751,Y,MICROCHIP,Y,N
220011,Y,MICROCHIP,Y,N
121789,Y,MICROCHIP,Y,N
223070,Y,MICROCHIP,Y,N
231987,Y,MICROCHIP,Y,N
231986,Y,MICROCHIP,Y,N
226859,Y,MICROCHIP,Y,N
220734,Y,MICROCHIP,Y,N
215392,Y,MICROCHIP,Y,N
197092,Y,MICROCHIP,Y,N
177587,Y,MICROCHIP,Y,N
227590,N,,Y,N
227563,Y,MICROCHIP,Y,N
227562,Y,MICROCHIP,Y,N
220798,Y,MICROCHIP,Y,N
233677,N,,U,N
233712,Y,MICROCHIP,U,N
233744,Y,MICROCHIP,U,N
233759,Y,MICROCHIP,U,N
233637,Y,MICROCHIP,U,N
219857,Y,MICROCHIP,N,N
233387,Y,MICROCHIP,U,N
227608,Y,MICROCHIP,Y,N
228305,Y,MICROCHIP,Y,N
227317,Y,MICROCHIP,Y,N
232311,N,,U,N
233591,Y,MICROCHIP,U,N
232781,Y,MICROCHIP,U,N
232398,Y,MICROCHIP,U,N
231909,Y,MICROCHIP,Y,N
231659,Y,MICROCHIP,Y,N
231796,N,,Y,N
233651,Y,MICROCHIP,U,N
233096,Y,MICROCHIP,U,N
231767,Y,MICROCHIP,Y,N
233555,Y,MICROCHIP,U,N
231766,Y,MICROCHIP,Y,N
227812,Y,MICROCHIP,Y,N
230804,Y,MICROCHIP,Y,N
222782,Y,MICROCHIP,Y,N
223424,Y,MICROCHIP,Y,N
222407,Y,MICROCHIP,N,N
205035,Y,MICROCHIP,Y,N
124593,Y,MICROCHIP,Y,N
205036,Y,NOTREQ,Y,N
228832,Y,MICROCHIP,N,N
233273,N,,U,N
231884,Y,MICROCHIP,N,N
230460,Y,MICROCHIP,Y,N
230483,Y,MICROCHIP,Y,N
231466,Y,MICROCHIP,Y,N
229270,Y,MICROCHIP,Y,N
222626,Y,MICROCHIP,Y,N
202541,Y,MICROCHIP,Y,N
120020,Y,MICROCHIP,Y,N
223316,Y,MICROCHIP,N,N
226404,Y,MICROCHIP,Y,N
221627,Y,MICROCHIP,Y,N
220979,Y,MICROCHIP,Y,N
190847,Y,MICROCHIP,Y,N
229824,Y,MICROCHIP,N,N
233625,Y,MICROCHIP,U,N
228895,Y,MICROCHIP,N,N
221222,Y,MICROCHIP,Y,N
192007,Y,MICROCHIP,N,N
232755,Y,MICROCHIP,U,N
233630,Y,MICROCHIP,U,N
222822,Y,MICROCHIP,Y,N
211291,Y,MICROCHIP,Y,N
231726,Y,MICROCHIP,Y,N
230812,Y,MICROCHIP,Y,N
228547,Y,MICROCHIP,Y,N
231084,Y,MICROCHIP,Y,N
232050,Y,MICROCHIP,Y,N
231943,Y,MICROCHIP,N,N
169007,Y,MICROCHIP,Y,N
233345,Y,MICROCHIP,U,N
207993,Y,MICROCHIP,Y,N
232073,Y,MICROCHIP,Y,N
229271,Y,MICROCHIP,Y,N
233300,Y,MICROCHIP,U,N
233375,Y,MICROCHIP,U,N
227061,Y,MICROCHIP,Y,N
221568,Y,MICROCHIP,Y,N
220171,Y,MICROCHIP,Y,N
222343,Y,MICROCHIP,Y,N
233569,Y,MICROCHIP,U,N
232679,Y,MICROCHIP,U,N
231946,Y,MICROCHIP,Y,N
233563,N,,U,N
224499,Y,MICROCHIP,N,N
230118,Y,MICROCHIP,Y,N
223515,Y,MICROCHIP,Y,N
223514,Y,MICROCHIP,Y,N
225097,Y,MICROCHIP,Y,N
224055,Y,MICROCHIP,N,N
225440,Y,MICROCHIP,Y,N
224347,Y,MICROCHIP,Y,N
233016,N,,U,N
228947,Y,MICROCHIP,Y,N
228948,Y,MICROCHIP,Y,N
199581,Y,MICROCHIP,Y,N
232295,Y,MICROCHIP,U,N
232407,Y,MICROCHIP,U,N
231860,Y,MICROCHIP,Y,N
221201,Y,MICROCHIP,Y,N
150383,Y,MICROCHIP,Y,N
215637,Y,MICROCHIP,Y,N
231300,Y,MICROCHIP,Y,N
233419,Y,MICROCHIP,U,N
233420,Y,MICROCHIP,U,N
224868,Y,MICROCHIP,Y,N
233453,Y,MICROCHIP,U,N
233452,Y,MICROCHIP,U,N
233433,N,,U,N
231273,Y,MICROCHIP,N,N
227650,Y,MICROCHIP,Y,N
231712,Y,MICROCHIP,Y,N
225062,N,,N,N
196497,Y,MICROCHIP,Y,N
231191,Y,MICROCHIP,Y,N
221313,Y,MICROCHIP,Y,N
230937,Y,MICROCHIP,N,N
231812,N,,Y,N
222909,Y,MICROCHIP,Y,N
233496,N,,U,N
228149,Y,MICROCHIP,Y,N
222565,Y,MICROCHIP,Y,N
221663,N,,Y,N
220671,Y,MICROCHIP,Y,N
211434,Y,MICROCHIP,Y,N
211433,Y,MICROCHIP,Y,N
212057,Y,NOTREQ,Y,N
232257,N,,U,N
233500,Y,MICROCHIP,U,N
232598,Y,MICROCHIP,U,N
233174,N,,U,N
196433,Y,MICROCHIP,Y,N
232294,N,,U,N
227501,Y,MICROCHIP,Y,N
226576,Y,MICROCHIP,Y,N
219910,Y,MICROCHIP,Y,N
177371,Y,MICROCHIP,Y,N
233129,N,,U,N
230349,Y,MICROCHIP,Y,N
232930,N,,U,N
231029,Y,MICROCHIP,Y,N
120665,N,,Y,N
233132,Y,MICROCHIP,U,N
233131,Y,MICROCHIP,U,N
233130,Y,MICROCHIP,U,N
212462,Y,MICROCHIP,N,N
167765,Y,MICROCHIP,Y,N
42616,Y,MICROCHIP,N,N
233232,Y,MICROCHIP,U,N
221490,Y,MICROCHIP,Y,N
233445,N,,U,N
215123,Y,MICROCHIP,Y,N
189645,Y,MICROCHIP,N,N
230473,Y,MICROCHIP,Y,N
227522,Y,MICROCHIP,Y,N
225227,Y,MICROCHIP,Y,N
224399,Y,MICROCHIP,Y,N
221437,Y,MICROCHIP,Y,N
224188,Y,MICROCHIP,Y,N
219256,Y,MICROCHIP,Y,N
231502,Y,MICROCHIP,Y,N
196300,Y,MICROCHIP,Y,N
232361,N,,U,N
169885,Y,MICROCHIP,Y,N
232365,Y,MICROCHIP,U,N
233418,Y,MICROCHIP,U,N
231411,Y,MICROCHIP,Y,N
231866,Y,MICROCHIP,Y,N
224659,Y,MICROCHIP,Y,N
223986,Y,MICROCHIP,Y,N
229779,Y,MICROCHIP,Y,N
229469,Y,MICROCHIP,Y,N
229044,Y,MICROCHIP,Y,N
230858,Y,MICROCHIP,Y,N
230007,Y,MICROCHIP,Y,N
233330,Y,MICROCHIP,U,N
233403,Y,MICROCHIP,U,N
229381,Y,MICROCHIP,N,N
227289,Y,MICROCHIP,N,N
233265,Y,MICROCHIP,U,N
231505,Y,MICROCHIP,Y,N
224757,Y,MICROCHIP,Y,N
231820,Y,MICROCHIP,Y,N
232994,N,,U,N
233360,N,,U,N
232167,Y,MICROCHIP,U,N
231949,Y,MICROCHIP,N,N
175729,Y,MICROCHIP,N,N
219303,Y,MICROCHIP,Y,N
231069,Y,MICROCHIP,N,N
232554,N,,U,N
231328,Y,MICROCHIP,Y,N
214043,Y,MICROCHIP,N,N
230784,Y,MICROCHIP,Y,N
232129,N,,U,N
233318,Y,MICROCHIP,U,N
225629,Y,MICROCHIP,Y,N
224552,N,,N,N
220183,Y,MICROCHIP,Y,N
232072,Y,MICROCHIP,Y,N
232074,Y,MICROCHIP,Y,N
232075,Y,MICROCHIP,U,N
224357,Y,MICROCHIP,Y,N
229300,Y,MICROCHIP,Y,N
224993,Y,MICROCHIP,Y,N
228392,Y,MICROCHIP,Y,N
218318,Y,MICROCHIP,N,N
233302,Y,MICROCHIP,U,N
231568,Y,MICROCHIP,N,N
175307,Y,MICROCHIP,Y,N
232423,N,,U,N
231979,N,,Y,N
233298,N,,U,N
224231,Y,NOTREQ,Y,N
231853,Y,MICROCHIP,Y,N
231063,Y,MICROCHIP,Y,N
231175,Y,MICROCHIP,N,N
231254,Y,MICROCHIP,Y,N
230492,Y,MICROCHIP,Y,N
231803,Y,MICROCHIP,N,N
230472,Y,MICROCHIP,Y,N
227707,Y,MICROCHIP,N,N
225322,Y,MICROCHIP,Y,N
220425,Y,MICROCHIP,Y,N
218873,Y,MICROCHIP,Y,N
230980,Y,MICROCHIP,Y,N
230981,Y,MICROCHIP,Y,N
230618,Y,MICROCHIP,Y,N
230982,Y,MICROCHIP,Y,N
221130,Y,MICROCHIP,N,N
136527,Y,MICROCHIP,Y,N
114290,N,,Y,N
84845,N,,Y,N
231898,Y,MICROCHIP,N,N
232385,Y,MICROCHIP,U,N
230867,Y,MICROCHIP,Y,N
228300,Y,MICROCHIP,Y,N
226188,Y,MICROCHIP,Y,N
225124,Y,MICROCHIP,Y,N
228720,Y,MICROCHIP,N,N
228315,Y,MICROCHIP,Y,N
227161,Y,MICROCHIP,Y,N
228316,Y,MICROCHIP,Y,N
215976,Y,MICROCHIP,Y,N
222525,Y,MICROCHIP,N,N
212576,Y,NOTREQ,Y,N
231900,N,,Y,N
231842,Y,MICROCHIP,Y,N
231841,Y,MICROCHIP,Y,N
232354,N,,U,N
230543,N,,N,N
230085,Y,MICROCHIP,Y,N
227363,Y,MICROCHIP,Y,N
221646,Y,MICROCHIP,Y,N
161365,Y,NOTREQ,Y,N
231865,Y,MICROCHIP,N,N
233233,Y,MICROCHIP,U,N
226724,Y,MICROCHIP,Y,N
228592,Y,MICROCHIP,N,N
225547,Y,MICROCHIP,Y,N
222124,Y,MICROCHIP,N,N
227893,Y,MICROCHIP,N,N
111293,Y,MICROCHIP,Y,N
232405,N,,U,N
232406,N,,U,N
232408,N,,U,N
232068,Y,MICROCHIP,Y,N
219718,N,,N,N
230337,Y,MICROCHIP,Y,N
230338,Y,MICROCHIP,Y,N
232844,N,,U,N
229711,Y,MICROCHIP,Y,N
220142,Y,MICROCHIP,Y,N
156534,Y,MICROCHIP,Y,N
233218,Y,MICROCHIP,U,N
233217,Y,MICROCHIP,U,N
232961,Y,MICROCHIP,U,N
232772,N,,U,N
219979,Y,MICROCHIP,Y,N
228733,Y,MICROCHIP,Y,N
232603,Y,MICROCHIP,U,N
232605,Y,MICROCHIP,U,N
232606,Y,MICROCHIP,U,N
232607,Y,MICROCHIP,U,N
231576,Y,MICROCHIP,N,N
230005,Y,MICROCHIP,Y,N
229675,Y,MICROCHIP,Y,N
225020,Y,MICROCHIP,Y,N
228152,Y,MICROCHIP,N,N
225636,Y,MICROCHIP,Y,N
225913,Y,MICROCHIP,U,N
228130,Y,MICROCHIP,Y,N
230136,Y,MICROCHIP,Y,N
226376,Y,MICROCHIP,Y,N
225635,Y,MICROCHIP,Y,N
225815,Y,MICROCHIP,Y,N
225812,Y,MICROCHIP,Y,N
230087,Y,MICROCHIP,Y,N
232676,Y,MICROCHIP,U,N
232610,N,,U,N
232602,Y,MICROCHIP,U,N
231896,N,,Y,N
231189,Y,MICROCHIP,Y,N
231133,Y,MICROCHIP,N,N
231427,Y,MICROCHIP,Y,N
232371,Y,MICROCHIP,U,N
227869,Y,MICROCHIP,Y,N
227357,Y,MICROCHIP,Y,N
226171,Y,MICROCHIP,N,N
225430,Y,MICROCHIP,Y,N
230540,Y,MICROCHIP,Y,N
218904,Y,MICROCHIP,N,N
230070,Y,MICROCHIP,Y,N
228835,Y,MICROCHIP,Y,N
225750,Y,MICROCHIP,Y,N
179389,Y,MICROCHIP,Y,N
153694,Y,MICROCHIP,Y,N
99974,Y,MICROCHIP,N,N
82070,N,,Y,N
232609,N,,U,N
232677,N,,U,N
233182,Y,MICROCHIP,U,N
230526,Y,MICROCHIP,Y,N
223449,Y,MICROCHIP,Y,N
233170,Y,MICROCHIP,U,N
223798,Y,NOTREQ,Y,N
159140,Y,MICROCHIP,Y,N
233171,Y,MICROCHIP,U,N
231855,N,,Y,N
231857,N,,Y,N
230993,Y,MICROCHIP,N,N
228617,Y,MICROCHIP,U,N
229320,Y,MICROCHIP,Y,N
232205,Y,MICROCHIP,U,N
221154,Y,MICROCHIP,Y,N
231192,Y,MICROCHIP,Y,N
232833,Y,MICROCHIP,U,N
227553,Y,MICROCHIP,Y,N
232328,N,,U,N
231480,Y,MICROCHIP,Y,N
225385,Y,MICROCHIP,Y,N
226846,Y,MICROCHIP,Y,N
233153,Y,MICROCHIP,U,N
233154,Y,MICROCHIP,U,N
230179,Y,MICROCHIP,Y,N
185321,Y,MICROCHIP,Y,N
189008,Y,MICROCHIP,N,N
229772,Y,MICROCHIP,N,N
233158,Y,MICROCHIP,U,N
231122,Y,MICROCHIP,U,N
232715,Y,MICROCHIP,U,N
152855,N,,U,N
232997,Y,MICROCHIP,U,N
233046,Y,MICROCHIP,U,N
233047,Y,MICROCHIP,U,N
232597,N,,U,N
232570,Y,MICROCHIP,U,N
230863,Y,MICROCHIP,Y,N
230377,Y,MICROCHIP,Y,N
228750,Y,MICROCHIP,N,N
225505,Y,MICROCHIP,Y,N
225930,Y,MICROCHIP,Y,N
231472,Y,MICROCHIP,Y,N
232091,Y,MICROCHIP,Y,N
212699,Y,MICROCHIP,Y,N
228652,Y,MICROCHIP,N,N
229957,Y,MICROCHIP,N,N
144580,Y,MICROCHIP,Y,N
232177,Y,MICROCHIP,U,N
229242,Y,MICROCHIP,Y,N
228516,Y,MICROCHIP,Y,N
228441,Y,MICROCHIP,Y,N
225627,Y,MICROCHIP,Y,N
229440,Y,MICROCHIP,Y,N
221221,Y,MICROCHIP,Y,N
220405,Y,MICROCHIP,Y,N
199781,Y,MICROCHIP,Y,N
230807,Y,MICROCHIP,Y,N
220002,Y,MICROCHIP,Y,N
212874,Y,MICROCHIP,Y,N
231131,Y,MICROCHIP,Y,N
222280,Y,MICROCHIP,Y,N
232379,Y,MICROCHIP,U,N
232103,Y,MICROCHIP,U,N
231274,N,,N,N
232680,Y,MICROCHIP,U,N
231672,Y,MICROCHIP,Y,N
231644,Y,MICROCHIP,N,N
231757,Y,MICROCHIP,Y,N
231705,Y,MICROCHIP,N,N
229131,Y,MICROCHIP,Y,N
230257,Y,MICROCHIP,Y,N
230280,Y,MICROCHIP,Y,N
229175,Y,MICROCHIP,N,N
231440,Y,MICROCHIP,Y,N
224052,Y,MICROCHIP,Y,N
225035,Y,MICROCHIP,Y,N
227432,Y,MICROCHIP,Y,N
195406,Y,MICROCHIP,Y,N
180840,Y,MICROCHIP,Y,N
230608,Y,MICROCHIP,Y,N
228866,Y,MICROCHIP,Y,N
230003,Y,MICROCHIP,Y,N
227464,Y,MICROCHIP,N,N
224276,Y,MICROCHIP,Y,N
177870,Y,MICROCHIP,Y,N
221024,Y,MICROCHIP,Y,N
223997,Y,MICROCHIP,Y,N
167885,Y,MICROCHIP,Y,N
168545,Y,MICROCHIP,Y,N
142640,Y,MICROCHIP,Y,N
127105,Y,MICROCHIP,Y,N
94161,N,,Y,N
230960,Y,MICROCHIP,Y,N
230888,Y,MICROCHIP,Y,N
232737,Y,MICROCHIP,U,N
232368,Y,MICROCHIP,U,N
197459,Y,MICROCHIP,Y,N
232174,Y,MICROCHIP,U,N
229528,Y,MICROCHIP,Y,N
229529,Y,MICROCHIP,Y,N
231103,Y,MICROCHIP,N,N
226645,Y,MICROCHIP,Y,N
232070,Y,MICROCHIP,Y,N
171846,Y,MICROCHIP,Y,N
231307,Y,MICROCHIP,Y,N
149702,Y,MICROCHIP,Y,N
136027,Y,MICROCHIP,Y,N
128413,Y,MICROCHIP,Y,N
232053,Y,MICROCHIP,Y,N
233023,Y,MICROCHIP,U,N
231793,Y,MICROCHIP,N,N
229771,Y,MICROCHIP,Y,N
231003,Y,MICROCHIP,Y,N
225311,Y,MICROCHIP,Y,N
230294,Y,MICROCHIP,Y,N
125338,Y,MICROCHIP,Y,N
123597,Y,MICROCHIP,Y,N
230558,Y,MICROCHIP,N,N
225286,Y,MICROCHIP,Y,N
233014,Y,MICROCHIP,U,N
219393,Y,MICROCHIP,Y,N
227779,Y,MICROCHIP,Y,N
158479,Y,MICROCHIP,Y,N
231260,Y,MICROCHIP,N,N
229519,Y,MICROCHIP,N,N
222895,Y,MICROCHIP,Y,N
222150,Y,MICROCHIP,Y,N
221455,Y,MICROCHIP,Y,N
136749,Y,MICROCHIP,Y,N
231953,N,,Y,N
230310,Y,MICROCHIP,Y,N
229558,Y,MICROCHIP,N,N
225534,Y,MICROCHIP,Y,N
228730,Y,MICROCHIP,Y,N
132427,Y,MICROCHIP,Y,N
232599,Y,MICROCHIP,U,N
232600,Y,MICROCHIP,U,N
230345,Y,MICROCHIP,Y,N
231677,Y,MICROCHIP,N,N
229343,Y,MICROCHIP,Y,N
231169,Y,MICROCHIP,N,N
227465,Y,MICROCHIP,Y,N
226814,Y,MICROCHIP,N,N
228034,Y,MICROCHIP,Y,N
226135,Y,MICROCHIP,N,N
229762,Y,MICROCHIP,Y,N
230887,Y,MICROCHIP,Y,N
229505,Y,MICROCHIP,Y,N
220093,Y,MICROCHIP,Y,N
186987,Y,MICROCHIP,Y,N
228338,Y,MICROCHIP,Y,N
187384,Y,MICROCHIP,Y,N
232987,Y,MICROCHIP,U,N
231329,Y,MICROCHIP,Y,N
231281,N,,N,N
231612,Y,MICROCHIP,N,N
222927,Y,MICROCHIP,Y,N
232985,Y,MICROCHIP,U,N
231630,Y,MICROCHIP,N,N
231774,N,,Y,N
232313,N,,U,N
228515,Y,MICROCHIP,Y,N
228514,Y,MICROCHIP,Y,N
199415,Y,MICROCHIP,Y,N
232792,N,,U,N
230115,Y,MICROCHIP,Y,N
232055,N,,Y,N
229853,Y,MICROCHIP,Y,N
225398,Y,MICROCHIP,Y,N
224593,Y,MICROCHIP,Y,N
223987,Y,MICROCHIP,Y,N
183236,Y,MICROCHIP,Y,N
220922,Y,MICROCHIP,N,N
220203,Y,MICROCHIP,N,N
231802,Y,MICROCHIP,N,N
230098,Y,MICROCHIP,Y,N
230494,Y,MICROCHIP,Y,N
223615,Y,MICROCHIP,Y,N
221553,Y,MICROCHIP,Y,N
182015,Y,MICROCHIP,Y,N
231838,Y,MICROCHIP,Y,N
228111,Y,MICROCHIP,Y,N
228112,Y,MICROCHIP,Y,N
228055,Y,MICROCHIP,Y,N
228654,Y,MICROCHIP,N,N
226901,Y,MICROCHIP,Y,N
225330,Y,MICROCHIP,Y,N
222450,Y,MICROCHIP,Y,N
221240,Y,MICROCHIP,Y,N
225792,Y,MICROCHIP,Y,N
231094,Y,MICROCHIP,N,N
207326,Y,MICROCHIP,Y,N
232832,N,,U,N
229946,Y,MICROCHIP,Y,N
152313,Y,MICROCHIP,Y,N
44102,N,,Y,N
230658,Y,MICROCHIP,Y,N
231508,Y,NOTREQ,Y,N
232916,Y,MICROCHIP,U,N
228565,Y,MICROCHIP,N,N
232911,N,,U,N
232908,Y,MICROCHIP,U,N
230036,N,,N,N
229652,Y,MICROCHIP,N,N
231360,Y,MICROCHIP,N,N
196492,Y,MICROCHIP,Y,N
225607,Y,MICROCHIP,Y,N
224038,Y,MICROCHIP,Y,N
228764,Y,MICROCHIP,Y,N
232866,Y,MICROCHIP,U,N
225499,Y,MICROCHIP,Y,N
203950,Y,MICROCHIP,Y,N
232884,Y,MICROCHIP,U,N
232608,N,,U,N
227569,Y,MICROCHIP,Y,N
232836,Y,MICROCHIP,U,N
229816,Y,MICROCHIP,Y,N
231885,Y,MICROCHIP,Y,N
231016,Y,MICROCHIP,Y,N
230688,Y,MICROCHIP,Y,N
231064,Y,MICROCHIP,Y,N
223680,Y,MICROCHIP,Y,N
221739,Y,MICROCHIP,Y,N
221607,Y,MICROCHIP,Y,N
220586,Y,MICROCHIP,Y,N
230961,Y,MICROCHIP,Y,N
231032,Y,MICROCHIP,Y,N
232805,Y,MICROCHIP,U,N
230309,Y,MICROCHIP,Y,N
231278,Y,MICROCHIP,N,N
212620,Y,MICROCHIP,Y,N
230134,Y,MICROCHIP,Y,N
228967,Y,MICROCHIP,Y,N
220612,N,,Y,N
214083,Y,MICROCHIP,Y,N
193745,N,,Y,N
118978,Y,MICROCHIP,Y,N
229892,Y,MICROCHIP,Y,N
225924,Y,MICROCHIP,N,N
222345,Y,MICROCHIP,N,N
219287,Y,MICROCHIP,Y,N
219288,Y,MICROCHIP,Y,N
181794,Y,MICROCHIP,N,N
225680,Y,MICROCHIP,Y,N
230406,Y,MICROCHIP,Y,N
229263,Y,MICROCHIP,Y,N
229075,Y,MICROCHIP,Y,N
229444,Y,MICROCHIP,Y,N
227044,Y,MICROCHIP,Y,N
225034,Y,MICROCHIP,Y,N
206030,Y,MICROCHIP,N,N
196929,Y,MICROCHIP,Y,N
232076,N,,Y,N
230835,Y,MICROCHIP,Y,N
230522,Y,MICROCHIP,Y,N
229146,Y,MICROCHIP,Y,N
229672,Y,MICROCHIP,Y,N
226587,Y,MICROCHIP,Y,N
223602,Y,MICROCHIP,Y,N
220060,Y,MICROCHIP,Y,N
231485,Y,MICROCHIP,Y,N
231916,Y,MICROCHIP,N,N
231907,Y,MICROCHIP,Y,N
230343,Y,MICROCHIP,Y,N
230332,Y,MICROCHIP,Y,N
227458,Y,MICROCHIP,N,N
231100,Y,MICROCHIP,Y,N
224834,Y,MICROCHIP,N,N
223637,Y,MICROCHIP,Y,N
224396,Y,MICROCHIP,Y,N
231098,Y,MICROCHIP,Y,N
230715,Y,MICROCHIP,N,N
220496,Y,MICROCHIP,Y,N
231756,N,,Y,N
220360,Y,MICROCHIP,Y,N
222233,Y,MICROCHIP,Y,N
221610,Y,MICROCHIP,Y,N
175747,Y,MICROCHIP,Y,N
111937,Y,MICROCHIP,Y,N
232756,Y,MICROCHIP,U,N
231901,Y,MICROCHIP,N,N
229463,Y,MICROCHIP,N,N
232753,Y,MICROCHIP,U,N
230760,Y,MICROCHIP,Y,N
228702,Y,MICROCHIP,Y,N
228313,Y,MICROCHIP,N,N
223744,Y,MICROCHIP,Y,N
219552,Y,MICROCHIP,Y,N
219449,Y,MICROCHIP,Y,N
211715,Y,MICROCHIP,Y,N
207611,Y,MICROCHIP,Y,N
207411,Y,MICROCHIP,Y,N
225667,Y,MICROCHIP,Y,N
225668,Y,MICROCHIP,Y,N
229209,Y,MICROCHIP,Y,N
226483,Y,MICROCHIP,Y,N
103205,Y,MICROCHIP,Y,N
231036,Y,MICROCHIP,Y,N
231270,Y,MICROCHIP,Y,N
232732,Y,MICROCHIP,U,N
228504,Y,MICROCHIP,Y,N
226886,Y,MICROCHIP,Y,N
225447,Y,MICROCHIP,Y,N
224246,Y,MICROCHIP,Y,N
230675,Y,MICROCHIP,N,N
228375,Y,MICROCHIP,Y,N
230809,Y,MICROCHIP,Y,N
219591,Y,MICROCHIP,Y,N
225493,Y,MICROCHIP,Y,N
229959,Y,MICROCHIP,Y,N
232069,Y,MICROCHIP,Y,N
159179,Y,MICROCHIP,Y,N
232231,Y,MICROCHIP,U,N
123251,Y,MICROCHIP,Y,N
119960,Y,MICROCHIP,Y,N
212554,Y,NOTREQ,Y,N
223694,Y,MICROCHIP,Y,N
230810,Y,MICROCHIP,Y,N
229312,Y,MICROCHIP,Y,N
227236,Y,MICROCHIP,Y,N
227235,Y,MICROCHIP,Y,N
232747,Y,MICROCHIP,U,N
232741,Y,MICROCHIP,U,N
228990,Y,MICROCHIP,Y,N
232743,Y,MICROCHIP,U,N
232104,Y,MICROCHIP,U,N
230909,Y,MICROCHIP,Y,N
229244,Y,MICROCHIP,N,N
229902,Y,MICROCHIP,U,N
229406,Y,MICROCHIP,N,N
231068,Y,MICROCHIP,N,N
225219,Y,MICROCHIP,Y,N
230356,Y,MICROCHIP,Y,N
224421,Y,MICROCHIP,Y,N
196640,Y,MICROCHIP,N,N
229987,Y,MICROCHIP,Y,N
181534,Y,MICROCHIP,Y,N
138551,Y,MICROCHIP,Y,N
232685,Y,MICROCHIP,U,N
228216,Y,MICROCHIP,N,N
230034,Y,MICROCHIP,Y,N
226988,Y,MICROCHIP,Y,N
232688,N,,U,N
225612,Y,MICROCHIP,Y,N
228151,Y,NOTREQ,Y,N
230019,Y,MICROCHIP,Y,N
230413,Y,MICROCHIP,N,N
219434,Y,MICROCHIP,Y,N
227007,Y,MICROCHIP,Y,N
204412,Y,MICROCHIP,Y,N
214001,Y,MICROCHIP,Y,N
139640,Y,MICROCHIP,Y,N
178647,N,,Y,N
231755,Y,MICROCHIP,Y,N
231007,Y,MICROCHIP,Y,N
231008,Y,MICROCHIP,Y,N
229943,Y,MICROCHIP,Y,N
230071,Y,MICROCHIP,Y,N
230925,Y,MICROCHIP,N,N
231048,Y,MICROCHIP,Y,N
231168,Y,MICROCHIP,Y,N
224596,Y,MICROCHIP,Y,N
231633,Y,MICROCHIP,Y,N
221073,Y,MICROCHIP,Y,N
223912,Y,MICROCHIP,Y,N
219556,Y,MICROCHIP,N,N
219711,Y,MICROCHIP,Y,N
215021,Y,MICROCHIP,Y,N
227790,Y,MICROCHIP,Y,N
218809,Y,MICROCHIP,Y,N
162207,Y,MICROCHIP,Y,N
229678,Y,MICROCHIP,Y,N
201635,Y,MICROCHIP,Y,N
231315,Y,MICROCHIP,N,N
225706,Y,MICROCHIP,Y,N
232092,Y,MICROCHIP,Y,N
232667,Y,MICROCHIP,U,N
231503,Y,MICROCHIP,Y,N
228443,Y,MICROCHIP,Y,N
225736,Y,MICROCHIP,Y,N
225660,Y,MICROCHIP,Y,N
222855,Y,MICROCHIP,Y,N
219713,Y,MICROCHIP,Y,N
214746,Y,MICROCHIP,N,N
215324,Y,MICROCHIP,Y,N
228069,Y,MICROCHIP,Y,N
187945,Y,MICROCHIP,Y,N
220158,Y,MICROCHIP,Y,N
232631,Y,MICROCHIP,U,N
230001,Y,MICROCHIP,Y,N
230184,Y,MICROCHIP,Y,N
228000,Y,MICROCHIP,Y,N
228142,Y,MICROCHIP,N,N
228486,Y,MICROCHIP,Y,N
230208,Y,MICROCHIP,Y,N
228687,Y,MICROCHIP,Y,N
224632,Y,MICROCHIP,Y,N
227348,Y,MICROCHIP,Y,N
226567,Y,MICROCHIP,Y,N
228686,Y,MICROCHIP,Y,N
225834,Y,MICROCHIP,Y,N
224600,Y,MICROCHIP,Y,N
225675,Y,MICROCHIP,Y,N
